+--------+--------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |    DYJETS    |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+--------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.03971 ± 0.01776    |
| Bin2   |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.2224 ± 0.04202     |
| Bin3   |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.4527 ± 0.05996     |
| Bin4   |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.8418 ± 0.08177     |
| Bin5   |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.01199 ± 0.01199     |      1.35 ± 0.1036      |
| Bin6   |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.01199 ± 0.01199     |     1.175 ± 0.09662     |
| Bin7   |    0 ± 0     |      0 ± 0       |      0 ± 0       |     0.02398 ± 0.01696     |    0.9689 ± 0.08772     |
| Bin8   |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.01199 ± 0.01199     |      0.953 ± 0.087      |
| Bin9   |    0 ± 0     |  1.014 ± 0.5852  |  1.014 ± 0.5852  |     0.01199 ± 0.01199     |    0.5877 ± 0.06832     |
| Bin10  |    0 ± 0     |  2.027 ± 0.8275  |  2.027 ± 0.8275  |     0.02398 ± 0.01696     |    0.3177 ± 0.05023     |
| Bin11  |    0 ± 0     |  2.365 ± 0.8938  |  2.365 ± 0.8938  |     0.01199 ± 0.01199     |    0.1668 ± 0.03639     |
| Bin12  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |     0.143 ± 0.03369     |
| Bin13  | 27.9 ± 27.9  | 0.3378 ± 0.3378  |   28.23 ± 27.9   |           0 ± 0           |    0.04765 ± 0.01945    |
| Bin14  |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |   0.007942 ± 0.007942   |
| Bin15  |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |    0.01588 ± 0.01123    |
| Bin16  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |   0.007942 ± 0.007942   |
| Bin17  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.01588 ± 0.01123    |
| Bin18  |    0 ± 0     |  1.689 ± 0.7554  |  1.689 ± 0.7554  |           0 ± 0           |    0.03971 ± 0.01776    |
| Bin19  |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.01199 ± 0.01199     |    0.07148 ± 0.02383    |
| Bin20  |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |    0.2224 ± 0.04202     |
| Bin21  |    0 ± 0     |  1.689 ± 0.7554  |  1.689 ± 0.7554  |     0.02398 ± 0.01696     |    0.3971 ± 0.05616     |
| Bin22  |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.05996 ± 0.02681     |    0.6115 ± 0.06969     |
| Bin23  |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.01199 ± 0.01199     |    0.8021 ± 0.07982     |
| Bin24  |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.03597 ± 0.02077     |    0.9292 ± 0.08591     |
| Bin25  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.02398 ± 0.01696     |      1.04 ± 0.0909      |
| Bin26  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |     1.025 ± 0.0902      |
| Bin27  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.02398 ± 0.01696     |    0.8021 ± 0.07982     |
| Bin28  |    0 ± 0     |      0 ± 0       |      0 ± 0       |     0.03597 ± 0.02077     |     0.413 ± 0.05727     |
| Bin29  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.2462 ± 0.04422     |
| Bin30  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.01588 ± 0.01123    |
| Bin31  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
+--------+--------------+------------------+------------------+---------------------------+-------------------------+
