+--------+--------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |    DYJETS    |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+--------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin2   |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |    0.03971 ± 0.01776    |
| Bin3   |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.03597 ± 0.02077     |     1.684 ± 0.1156      |
| Bin4   |    0 ± 0     |  2.027 ± 0.8275  |  2.027 ± 0.8275  |     0.02398 ± 0.01696     |     2.287 ± 0.1348      |
| Bin5   |    0 ± 0     |  1.689 ± 0.7554  |  1.689 ± 0.7554  |     0.04796 ± 0.02398     |     2.184 ± 0.1317      |
| Bin6   |    0 ± 0     |  2.365 ± 0.8938  |  2.365 ± 0.8938  |     0.05996 ± 0.02681     |      1.7 ± 0.1162       |
| Bin7   | 27.9 ± 27.9  |  1.351 ± 0.6757  |   29.25 ± 27.9   |     0.03597 ± 0.02077     |     1.239 ± 0.0992      |
| Bin8   |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.03597 ± 0.02077     |     1.064 ± 0.09193     |
| Bin9   |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.01199 ± 0.01199     |    0.7227 ± 0.07576     |
| Bin10  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.02398 ± 0.01696     |    0.7704 ± 0.07822     |
| Bin11  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.01199 ± 0.01199     |     0.405 ± 0.05672     |
| Bin12  |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |           0 ± 0           |    0.3653 ± 0.05387     |
| Bin13  |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.02398 ± 0.01696     |    0.2303 ± 0.04277     |
| Bin14  |    0 ± 0     |  1.014 ± 0.5852  |  1.014 ± 0.5852  |           0 ± 0           |    0.2303 ± 0.04277     |
| Bin15  |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |           0 ± 0           |    0.1747 ± 0.03725     |
| Bin16  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.0953 ± 0.02751     |
| Bin17  |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |    0.1191 ± 0.03076     |
| Bin18  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.08736 ± 0.02634    |
| Bin19  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.1032 ± 0.02864     |
| Bin20  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.02398 ± 0.01696     |    0.03971 ± 0.01776    |
| Bin21  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.03971 ± 0.01776    |
| Bin22  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.04765 ± 0.01945    |
| Bin23  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.04765 ± 0.01945    |
| Bin24  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.05559 ± 0.02101    |
| Bin25  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.03177 ± 0.01588    |
| Bin26  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.02383 ± 0.01376    |
| Bin27  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |   0.007942 ± 0.007942   |
| Bin28  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.01588 ± 0.01123    |
| Bin29  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.01588 ± 0.01123    |
| Bin30  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.03177 ± 0.01588    |
| Bin31  |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |    0.07148 ± 0.02383    |
+--------+--------------+------------------+------------------+---------------------------+-------------------------+
