+--------+-----------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |     DYJETS      |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+-----------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |      0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |      0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin2   |      0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin3   |  2120 ± 446.3   |  701.4 ± 15.44   |   2821 ± 446.6   |      1.055 ± 0.1125       |      1.43 ± 0.1066      |
| Bin4   |  3069 ± 448.1   |  837.8 ± 16.88   |   3906 ± 448.4   |      1.391 ± 0.1291       |      2.398 ± 0.138      |
| Bin5   |  2120 ± 343.9   |  634.5 ± 14.66   |   2755 ± 344.2   |      1.919 ± 0.1517       |     2.113 ± 0.1295      |
| Bin6   |  1506 ± 337.1   |  488.5 ± 12.86   |   1995 ± 337.3   |      1.415 ± 0.1303       |     2.605 ± 0.1438      |
| Bin7   |  1339 ± 273.3   |  365.5 ± 11.11   |   1705 ± 273.5   |      1.391 ± 0.1291       |      3.05 ± 0.1556      |
| Bin8   |   279 ± 219.6   |  236.5 ± 8.938   |  515.4 ± 219.8   |      1.079 ± 0.1138       |      3.066 ± 0.156      |
| Bin9   |  613.7 ± 197.3  |  175.7 ± 7.734   |  789.4 ± 197.4   |      0.9353 ± 0.1059      |     2.891 ± 0.1515      |
| Bin10  |   1116 ± 230    |   118.2 ± 6.32   |   1234 ± 230.1   |      1.031 ± 0.1112       |     3.415 ± 0.1647      |
| Bin11  |   279 ± 152.8   |  81.76 ± 5.384   |  360.7 ± 152.9   |     0.7195 ± 0.09288      |     2.939 ± 0.1528      |
| Bin12  |   279 ± 118.4   |  73.65 ± 4.988   |  352.6 ± 118.5   |     0.7674 ± 0.09593      |     3.653 ± 0.1703      |
| Bin13  |  111.6 ± 136.7  |   51.35 ± 4.22   |  162.9 ± 136.7   |     0.6955 ± 0.09132      |      3.51 ± 0.167       |
| Bin14  |   669.5 ± 185   |  39.19 ± 3.639   |  708.7 ± 185.1   |     0.6235 ± 0.08647      |     3.002 ± 0.1544      |
| Bin15  |  167.4 ± 88.21  |  29.05 ± 3.205   |  196.4 ± 88.27   |     0.5036 ± 0.07771      |     3.622 ± 0.1696      |
| Bin16  |  223.2 ± 96.63  |  23.65 ± 2.827   |  246.8 ± 96.67   |     0.4796 ± 0.07584      |     2.891 ± 0.1515      |
| Bin17  |  167.4 ± 88.21  |  15.54 ± 2.291   |  182.9 ± 88.24   |     0.4557 ± 0.07392      |     2.811 ± 0.1494      |
| Bin18  |    0 ± 55.79    |  18.92 ± 2.528   |  18.92 ± 55.85   |     0.3597 ± 0.06568      |      2.573 ± 0.143      |
| Bin19  | -167.4 ± 104.4  |  12.16 ± 2.027   |  -155.2 ± 104.4  |     0.4557 ± 0.07392      |     2.939 ± 0.1528      |
| Bin20  | -55.79 ± 68.33  |   9.46 ± 1.788   |  -46.33 ± 68.35  |     0.3837 ± 0.06783      |     2.383 ± 0.1376      |
| Bin21  |  111.6 ± 78.9   |  6.081 ± 1.433   |  117.7 ± 78.91   |     0.2158 ± 0.05087      |     2.351 ± 0.1366      |
| Bin22  | -55.79 ± 39.45  |  7.433 ± 1.585   |  -48.36 ± 39.48  |     0.3358 ± 0.06345      |     2.954 ± 0.1532      |
| Bin23  |  111.6 ± 55.79  |  5.405 ± 1.351   |   117 ± 55.81    |     0.3118 ± 0.06114      |      2.43 ± 0.1389      |
| Bin24  |  55.79 ± 39.45  |  5.405 ± 1.351   |   61.2 ± 39.47   |     0.2638 ± 0.05624      |     2.303 ± 0.1352      |
| Bin25  |  55.79 ± 39.45  |  2.027 ± 0.8275  |  57.82 ± 39.46   |     0.2638 ± 0.05624      |     1.922 ± 0.1235      |
| Bin26  |    0 ± 55.79    |  2.027 ± 0.8275  |   2.027 ± 55.8   |     0.07195 ± 0.02937     |     2.049 ± 0.1276      |
| Bin27  | -55.79 ± 39.45  |  1.351 ± 0.6757  |  -54.44 ± 39.46  |     0.07195 ± 0.02937     |     1.938 ± 0.1241      |
| Bin28  |    0 ± 55.79    |      0 ± 0       |    0 ± 55.79     |     0.1679 ± 0.04487      |     1.668 ± 0.1151      |
| Bin29  |  55.79 ± 39.45  | 0.6757 ± 0.4778  |  56.47 ± 39.45   |     0.1919 ± 0.04796      |      1.7 ± 0.1162       |
| Bin30  |      0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.2398 ± 0.05363      |      1.97 ± 0.1251      |
| Bin31  |    0 ± 111.6    |   4.054 ± 1.17   |  4.054 ± 111.6   |      1.247 ± 0.1223       |      21.79 ± 0.416      |
+--------+-----------------+------------------+------------------+---------------------------+-------------------------+
