+--------+-----------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |     DYJETS      |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+-----------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |      0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |      0 ± 0      |  28.38 ± 3.096   |  28.38 ± 3.096   |      2.758 ± 0.1819       |     6.862 ± 0.2334      |
| Bin2   | -111.6 ± 124.8  |  63.51 ± 4.632   |  -48.07 ± 124.8  |      3.286 ± 0.1985       |     29.83 ± 0.4867      |
| Bin3   |  446.3 ± 223.2  |  120.9 ± 6.392   |  567.3 ± 223.3   |      3.094 ± 0.1926       |     23.84 ± 0.4351      |
| Bin4   |  836.9 ± 270.5  |  140.5 ± 6.891   |  977.4 ± 270.5   |      1.727 ± 0.1439       |     13.33 ± 0.3253      |
| Bin5   |  1730 ± 287.2   |  167.6 ± 7.524   |   1897 ± 287.3   |       1.103 ± 0.115       |     8.006 ± 0.2521      |
| Bin6   |  2064 ± 313.1   |   205.4 ± 8.33   |   2270 ± 313.2   |     0.6475 ± 0.08812      |     4.162 ± 0.1818      |
| Bin7   |  892.7 ± 315.6  |  220.3 ± 8.627   |   1113 ± 315.7   |     0.5516 ± 0.08133      |     2.414 ± 0.1385      |
| Bin8   |  1283 ± 276.2   |  250.7 ± 9.203   |   1534 ± 276.3   |     0.5036 ± 0.07771      |     1.573 ± 0.1118      |
| Bin9   |  1283 ± 276.2   |  232.4 ± 8.862   |   1516 ± 276.3   |     0.4077 ± 0.06992      |     1.144 ± 0.0953      |
| Bin10  |  1227 ± 236.7   |  225.7 ± 8.732   |   1453 ± 236.9   |     0.2638 ± 0.05624      |    0.8101 ± 0.08021     |
| Bin11  | -167.4 ± 246.4  |  220.3 ± 8.653   |   52.9 ± 246.5   |     0.2878 ± 0.05874      |    0.4765 ± 0.06152     |
| Bin12  |   892.7 ± 230   |  232.4 ± 8.862   |   1125 ± 230.2   |     0.3837 ± 0.06783      |    0.3177 ± 0.05023     |
| Bin13  |   836.9 ± 240   |   252 ± 9.227    |   1089 ± 240.1   |     0.5996 ± 0.08479      |    0.2541 ± 0.04493     |
| Bin14  |  557.9 ± 201.2  |  220.3 ± 8.706   |  778.2 ± 201.3   |     0.1679 ± 0.04487      |    0.2859 ± 0.04765     |
| Bin15  |  502.1 ± 180.8  |  220.3 ± 8.627   |   722.4 ± 181    |     0.2878 ± 0.05874      |    0.1906 ± 0.03891     |
| Bin16  |  725.3 ± 189.2  |  231.8 ± 8.874   |   957 ± 189.4    |     0.5276 ± 0.07954      |     0.2065 ± 0.0405     |
| Bin17  |  557.9 ± 167.4  |  225.7 ± 8.758   |  783.6 ± 167.6   |     0.3837 ± 0.06783      |    0.0953 ± 0.02751     |
| Bin18  |   390.5 ± 205   |  204.1 ± 8.385   |  594.6 ± 205.2   |     0.3837 ± 0.06783      |    0.1271 ± 0.03177     |
| Bin19  |   223.2 ± 185   |  171.6 ± 7.674   |  394.8 ± 185.2   |     0.5036 ± 0.07771      |     0.143 ± 0.03369     |
| Bin20  | -111.6 ± 55.79  |  120.9 ± 6.428   |  9.365 ± 56.16   |     0.3118 ± 0.06114      |    0.06354 ± 0.02246    |
| Bin21  |      0 ± 0      |  72.97 ± 5.011   |  72.97 ± 5.011   |     0.2878 ± 0.05874      |    0.04765 ± 0.01945    |
| Bin22  |      0 ± 0      |  46.62 ± 4.026   |  46.62 ± 4.026   |     0.09593 ± 0.03392     |    0.03177 ± 0.01588    |
| Bin23  |      0 ± 0      |  24.32 ± 2.867   |  24.32 ± 2.867   |     0.1919 ± 0.04796      |    0.04765 ± 0.01945    |
| Bin24  |      0 ± 0      |  18.24 ± 2.483   |  18.24 ± 2.483   |     0.04796 ± 0.02398     |    0.04765 ± 0.01945    |
| Bin25  |      0 ± 0      |  14.87 ± 2.341   |  14.87 ± 2.341   |     0.02398 ± 0.01696     |    0.04765 ± 0.01945    |
| Bin26  |      0 ± 0      |  5.405 ± 1.351   |  5.405 ± 1.351   |     0.07195 ± 0.02937     |    0.01588 ± 0.01123    |
| Bin27  |  55.79 ± 39.45  |   4.054 ± 1.17   |  59.85 ± 39.47   |     0.04796 ± 0.02398     |          0 ± 0          |
| Bin28  |      0 ± 0      |  3.378 ± 1.068   |  3.378 ± 1.068   |     0.04796 ± 0.02398     |          0 ± 0          |
| Bin29  |      0 ± 0      |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.02398 ± 0.01696     |          0 ± 0          |
| Bin30  |      0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |          0 ± 0          |
| Bin31  |      0 ± 0      |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.02398 ± 0.01696     |          0 ± 0          |
+--------+-----------------+------------------+------------------+---------------------------+-------------------------+
