+--------+----------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |     DYJETS     |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+----------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin2   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin3   |     0 ± 0      |  1.014 ± 0.5852  |  1.014 ± 0.5852  |           0 ± 0           |          0 ± 0          |
| Bin4   |  1897 ± 386.5  |  572.3 ± 13.94   |   2469 ± 386.8   |      1.079 ± 0.1138       |     3.296 ± 0.1618      |
| Bin5   |  1953 ± 363.7  |   466.9 ± 12.6   |   2420 ± 363.9   |       1.367 ± 0.128       |     4.098 ± 0.1804      |
| Bin6   |  1478 ± 293.9  |  304.7 ± 10.17   |   1783 ± 294.1   |      1.139 ± 0.1169       |     4.535 ± 0.1898      |
| Bin7   |  557.9 ± 230   |  197.3 ± 8.192   |  755.2 ± 230.2   |     0.7435 ± 0.09442      |     4.098 ± 0.1804      |
| Bin8   | 390.5 ± 176.4  |  136.2 ± 6.799   |  526.7 ± 176.6   |      0.8394 ± 0.1003      |     4.058 ± 0.1795      |
| Bin9   | 223.2 ± 130.8  |  96.62 ± 5.713   |   319.8 ± 131    |     0.6955 ± 0.09132      |     3.757 ± 0.1727      |
| Bin10  |  251.1 ± 108   |  62.84 ± 4.608   |  313.9 ± 108.1   |     0.7075 ± 0.09211      |     3.399 ± 0.1643      |
| Bin11  | 139.5 ± 83.69  |  41.89 ± 3.762   |  181.4 ± 83.77   |     0.5636 ± 0.08221      |     2.915 ± 0.1521      |
| Bin12  | 111.6 ± 96.63  |  31.42 ± 3.258   |   143 ± 96.69    |     0.4557 ± 0.07392      |     2.764 ± 0.1482      |
| Bin13  | -27.9 ± 48.32  |  19.93 ± 2.639   |  -7.963 ± 48.39  |     0.3597 ± 0.06568      |     2.263 ± 0.1341      |
| Bin14  | 111.6 ± 55.79  |  12.84 ± 2.083   |  124.4 ± 55.83   |     0.1799 ± 0.04644      |     1.922 ± 0.1235      |
| Bin15  | -27.9 ± 48.32  |  8.446 ± 1.689   |  -19.45 ± 48.35  |     0.2758 ± 0.05751      |     1.533 ± 0.1103      |
| Bin16  |  -27.9 ± 27.9  |  5.405 ± 1.351   |  -22.49 ± 27.93  |     0.2278 ± 0.05227      |     1.334 ± 0.1029      |
| Bin17  |     0 ± 0      |  5.743 ± 1.393   |  5.743 ± 1.393   |     0.2038 ± 0.04944      |     1.144 ± 0.0953      |
| Bin18  |   0 ± 39.45    |  2.703 ± 0.9556  |  2.703 ± 39.46   |     0.1199 ± 0.03792      |     1.017 ± 0.08985     |
| Bin19  |     0 ± 0      |  3.041 ± 1.014   |  3.041 ± 1.014   |     0.1199 ± 0.03792      |    0.8816 ± 0.08367     |
| Bin20  |     0 ± 0      |  1.689 ± 0.7554  |  1.689 ± 0.7554  |     0.05996 ± 0.02681     |    0.6512 ± 0.07192     |
| Bin21  |     0 ± 0      |  2.027 ± 0.8275  |  2.027 ± 0.8275  |     0.05996 ± 0.02681     |    0.5083 ± 0.06354     |
| Bin22  |     0 ± 0      | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.07195 ± 0.02937     |    0.5956 ± 0.06878     |
| Bin23  |  27.9 ± 27.9   |      0 ± 0       |   27.9 ± 27.9    |     0.07195 ± 0.02937     |    0.4209 ± 0.05782     |
| Bin24  |     0 ± 0      | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.03597 ± 0.02077     |    0.3018 ± 0.04896     |
| Bin25  |     0 ± 0      | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.02398 ± 0.01696     |     0.3097 ± 0.0496     |
| Bin26  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.05996 ± 0.02681     |    0.2144 ± 0.04127     |
| Bin27  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.2939 ± 0.04831     |
| Bin28  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.1668 ± 0.03639     |
| Bin29  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.1668 ± 0.03639     |
| Bin30  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.1112 ± 0.02972     |
| Bin31  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.05996 ± 0.02681     |    0.4289 ± 0.05836     |
+--------+----------------+------------------+------------------+---------------------------+-------------------------+
