+--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
| Bin#   |     DYJETS      |     ttbar      |      Total      | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
| Bin0   |      0 ± 0      |     0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
| Bin1   |  5495 ± 626.9   | 735.8 ± 15.81  |  6231 ± 627.1   |      3.861 ± 0.2152       |     9.356 ± 0.2726      |
| Bin2   |   502.1 ± 172   | 105.7 ± 5.977  |  607.9 ± 172.1  |      0.8634 ± 0.1017      |     2.311 ± 0.1355      |
| Bin3   |   279 ± 118.4   | 64.87 ± 4.706  |  343.8 ± 118.4  |     0.4077 ± 0.06992      |     1.501 ± 0.1092      |
| Bin4   |  55.79 ± 104.4  | 59.46 ± 4.482  |  115.3 ± 104.5  |     0.3118 ± 0.06114      |     0.8736 ± 0.0833     |
| Bin5   |  83.69 ± 92.52  |  47.3 ± 4.026  |   131 ± 92.61   |     0.2038 ± 0.04944      |    0.8657 ± 0.08292     |
| Bin6   |  55.79 ± 55.79  | 45.95 ± 3.997  |  101.7 ± 55.93  |     0.2038 ± 0.04944      |    0.7148 ± 0.07534     |
| Bin7   |  55.79 ± 78.9   | 35.47 ± 3.462  |  91.26 ± 78.98  |     0.2638 ± 0.05624      |    0.5559 ± 0.06645     |
| Bin8   | -83.69 ± 48.32  | 42.23 ± 3.777  | -41.46 ± 48.46  |     0.1799 ± 0.04644      |     0.4368 ± 0.0589     |
| Bin9   |  55.79 ± 55.79  | 36.15 ± 3.495  |  91.94 ± 55.9   |     0.2038 ± 0.04944      |    0.5798 ± 0.06786     |
| Bin10  |  83.69 ± 62.38  | 38.85 ± 3.623  |  122.5 ± 62.48  |     0.1199 ± 0.03792      |     0.4686 ± 0.061      |
| Bin11  |   27.9 ± 27.9   | 32.77 ± 3.327  |  60.67 ± 28.09  |     0.1679 ± 0.04487      |    0.4289 ± 0.05836     |
| Bin12  |  111.6 ± 55.79  | 33.78 ± 3.378  |  145.4 ± 55.89  |     0.1199 ± 0.03792      |    0.3574 ± 0.05328     |
| Bin13  |  -27.9 ± 48.32  | 31.76 ± 3.275  |  3.862 ± 48.43  |     0.07195 ± 0.02937     |     0.405 ± 0.05672     |
| Bin14  |  83.69 ± 62.38  | 35.14 ± 3.445  |  118.8 ± 62.47  |     0.1319 ± 0.03977      |    0.3733 ± 0.05445     |
| Bin15  |  27.9 ± 62.38   | 37.16 ± 3.543  |  65.06 ± 62.48  |     0.1079 ± 0.03597      |     0.413 ± 0.05727     |
| Bin16  |    0 ± 39.45    | 32.43 ± 3.344  |  32.43 ± 39.59  |     0.03597 ± 0.02077     |    0.3256 ± 0.05085     |
| Bin17  |  55.79 ± 55.79  | 32.09 ± 3.293  |  87.89 ± 55.89  |     0.08394 ± 0.03173     |    0.3256 ± 0.05085     |
| Bin18  |    0 ± 55.79    | 37.16 ± 3.575  |  37.16 ± 55.91  |     0.1799 ± 0.04644      |    0.4289 ± 0.05836     |
| Bin19  |   27.9 ± 27.9   | 28.72 ± 3.151  |  56.61 ± 28.07  |     0.05996 ± 0.02681     |    0.3971 ± 0.05616     |
| Bin20  |  -27.9 ± 27.9   | 32.77 ± 3.361  |  4.875 ± 28.1   |     0.1079 ± 0.03597      |     0.278 ± 0.04699     |
| Bin21  |   27.9 ± 27.9   | 35.14 ± 3.445  |  63.03 ± 28.11  |     0.1559 ± 0.04323      |    0.4527 ± 0.05996     |
| Bin22  |   27.9 ± 27.9   | 39.53 ± 3.654  |  67.42 ± 28.13  |     0.07195 ± 0.02937     |     0.4686 ± 0.061      |
| Bin23  |      0 ± 0      | 37.16 ± 3.543  |  37.16 ± 3.543  |     0.1199 ± 0.03792      |    0.4289 ± 0.05836     |
| Bin24  |      0 ± 0      | 33.45 ± 3.361  |  33.45 ± 3.361  |     0.07195 ± 0.02937     |    0.6115 ± 0.06969     |
| Bin25  |    0 ± 39.45    | 39.53 ± 3.654  |  39.53 ± 39.62  |     0.05996 ± 0.02681     |    0.4448 ± 0.05943     |
| Bin26  |    0 ± 39.45    | 42.23 ± 3.777  |  42.23 ± 39.63  |     0.02398 ± 0.01696     |    0.5321 ± 0.06501     |
| Bin27  |   27.9 ± 27.9   | 33.11 ± 3.378  |    61 ± 28.1    |     0.05996 ± 0.02681     |    0.7307 ± 0.07618     |
| Bin28  |    0 ± 39.45    | 42.57 ± 3.792  |  42.57 ± 39.63  |     0.1199 ± 0.03792      |     1.072 ± 0.09228     |
| Bin29  |   27.9 ± 27.9   |  52.7 ± 4.22   |  80.6 ± 28.21   |     0.08394 ± 0.03173     |     1.779 ± 0.1189      |
| Bin30  |  83.69 ± 48.32  | 72.97 ± 4.965  |  156.7 ± 48.57  |      1.067 ± 0.1131       |     19.27 ± 0.3912      |
| Bin31  |      0 ± 0      |     0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
+--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
