+--------+----------------+-----------------+-----------------+---------------------------+-------------------------+
| Bin#   |     DYJETS     |      ttbar      |      Total      | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+----------------+-----------------+-----------------+---------------------------+-------------------------+
| Bin0   |     0 ± 0      |      0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
| Bin1   |  -27.9 ± 27.9  | 1.351 ± 0.6757  |  -26.54 ± 27.9  |     0.04796 ± 0.02398     |    0.1509 ± 0.03462     |
| Bin2   |  55.79 ± 78.9  |  9.122 ± 1.755  |  64.91 ± 78.92  |     0.3477 ± 0.06457      |     1.485 ± 0.1086      |
| Bin3   | 55.79 ± 88.21  |  15.2 ± 2.266   |  70.99 ± 88.24  |     0.4197 ± 0.07094      |     2.621 ± 0.1443      |
| Bin4   | 195.3 ± 83.69  |  22.97 ± 2.786  |  218.2 ± 83.73  |     0.6595 ± 0.08893      |     3.479 ± 0.1662      |
| Bin5   |  251.1 ± 115   |  42.91 ± 3.807  |   294 ± 115.1   |     0.5276 ± 0.07954      |     3.558 ± 0.1681      |
| Bin6   |  -27.9 ± 108   |  39.19 ± 3.67   |  11.29 ± 108.1  |     0.6235 ± 0.08647      |      2.97 ± 0.1536      |
| Bin7   | 418.4 ± 150.2  |  72.3 ± 4.942   |  490.7 ± 150.3  |     0.6475 ± 0.08812      |     2.605 ± 0.1438      |
| Bin8   | 390.5 ± 157.8  |  79.39 ± 5.179  |  469.9 ± 157.9  |     0.4557 ± 0.07392      |     2.375 ± 0.1373      |
| Bin9   | 306.9 ± 150.2  |  83.11 ± 5.299  |   390 ± 150.3   |     0.3358 ± 0.06345      |     1.279 ± 0.1008      |
| Bin10  | 334.7 ± 147.6  |  93.92 ± 5.673  |  428.7 ± 147.7  |     0.3238 ± 0.06231      |    0.9451 ± 0.08664     |
| Bin11  |  279 ± 167.4   |  112.8 ± 6.174  |  391.8 ± 167.5  |     0.1799 ± 0.04644      |    0.5401 ± 0.06549     |
| Bin12  | 557.9 ± 162.7  |  110.8 ± 6.156  |  668.7 ± 162.8  |     0.04796 ± 0.02398     |     0.4368 ± 0.0589     |
| Bin13  |  279 ± 152.8   |  114.2 ± 6.211  |  393.1 ± 152.9  |     0.1319 ± 0.03977      |    0.3256 ± 0.05085     |
| Bin14  |   279 ± 172    |    103 ± 5.9    |   382 ± 172.1   |     0.1199 ± 0.03792      |    0.3177 ± 0.05023     |
| Bin15  |  418.4 ± 165   |  77.37 ± 5.135  |  495.8 ± 165.1  |     0.1319 ± 0.03977      |    0.2224 ± 0.04202     |
| Bin16  | 251.1 ± 139.5  |  79.06 ± 5.212  |  330.1 ± 139.6  |     0.05996 ± 0.02681     |    0.1985 ± 0.03971     |
| Bin17  | 306.9 ± 144.9  |  97.3 ± 5.773   |  404.1 ± 145.1  |     0.08394 ± 0.03173     |     0.2383 ± 0.0435     |
| Bin18  | 111.6 ± 147.6  |  126.7 ± 6.542  |  238.3 ± 147.8  |     0.09593 ± 0.03392     |    0.2224 ± 0.04202     |
| Bin19  |  530 ± 160.2   |  99.33 ± 5.812  |  629.3 ± 160.4  |     0.1679 ± 0.04487      |    0.4209 ± 0.05782     |
| Bin20  |  27.9 ± 150.2  |  115.2 ± 6.239  |  143.1 ± 150.4  |     0.1079 ± 0.03597      |    0.5639 ± 0.06692     |
| Bin21  | 306.9 ± 150.2  |  97.3 ± 5.753   |  404.1 ± 150.3  |     0.1919 ± 0.04796      |     0.8736 ± 0.0833     |
| Bin22  | 306.9 ± 121.6  |  79.39 ± 5.179  |  386.2 ± 121.7  |     0.3358 ± 0.06345      |     1.334 ± 0.1029      |
| Bin23  | 334.7 ± 136.7  |  87.16 ± 5.468  |  421.9 ± 136.8  |     0.3837 ± 0.06783      |     1.914 ± 0.1233      |
| Bin24  | 362.6 ± 139.5  |  72.97 ± 4.965  |  435.6 ± 139.6  |     0.5516 ± 0.08133      |     2.939 ± 0.1528      |
| Bin25  | 195.3 ± 121.6  |  52.37 ± 4.206  |  247.6 ± 121.7  |     0.6475 ± 0.08812      |     3.129 ± 0.1576      |
| Bin26  | 251.1 ± 133.8  |  36.49 ± 3.543  |  287.5 ± 133.8  |     0.5276 ± 0.07954      |     3.733 ± 0.1722      |
| Bin27  | 195.3 ± 92.52  |  27.37 ± 3.041  |  222.6 ± 92.57  |     0.5756 ± 0.08308      |     3.693 ± 0.1713      |
| Bin28  | 55.79 ± 68.33  |  16.22 ± 2.341  |  72.01 ± 68.37  |     0.4677 ± 0.07488      |     2.605 ± 0.1438      |
| Bin29  | 55.79 ± 55.79  |  8.446 ± 1.689  |  64.24 ± 55.82  |     0.3238 ± 0.06231      |     1.811 ± 0.1199      |
| Bin30  |     0 ± 0      | 1.014 ± 0.5852  | 1.014 ± 0.5852  |           0 ± 0           |    0.1985 ± 0.03971     |
| Bin31  |     0 ± 0      |      0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
+--------+----------------+-----------------+-----------------+---------------------------+-------------------------+
