index     maxhbbscore         N3B1      
1         0.02931             -1        
1         0.002993            1.834     
1         0.0005102           -1        
1         0.08606             -1        
1         0.03595             -1        
1         0.006474            -1        
1         0.005642            -1        
1         0.0007391           1.571     
1         0.02628             1.969     
1         0.001129            1.541     
1         0.01287             -1        
1         0.0009732           1.553     
1         0.1296              -1        
1         0.0003686           -1        
1         0.01366             1.669     
1         6.473e-05           1.766     
1         0.00779             -1        
1         0.0002381           -1        
1         0.06525             -1        
1         0.000525            -1        
1         0.0001209           -1        
1         0.02255             1.491     
1         0.000886            1.614     
1         0.003288            -1        
1         0.0463              1.498     
1         0.0002925           1.951     
1         0.0009351           1.575     
1         0.03445             -1        
1         0.006847            1.685     
1         0.005718            -1        
1         0.03812             1.604     
1         0.0007067           1.519     
1         0.001762            -1        
1         0.000771            -1        
1         0.001307            -1        
1         0.0005484           -1        
1         0.5166              -1        
1         0.003483            -1        
1         0.05792             -1        
1         0.0005713           -1        
1         0.0002177           2.381     
1         0.001989            -1        
1         0.0008163           -1        
1         0.0005555           -1        
1         0.0164              -1        
1         0.001643            2.531     
1         0.0001988           1.93      
1         0.0005555           1.664     
1         0.002626            -1        
1         0.01067             -1        
1         0.1343              -1        
1         0.007107            1.951     
1         0.01683             1.572     
1         0.752               1.58      
1         0.005501            -1        
1         0.0009413           1.632     
1         0.008675            1.735     
1         0.0001975           1.837     
1         0.001003            1.543     
1         0.0006518           1.58      
1         0.01462             -1        
1         0.0002754           1.944     
1         0.002607            1.576     
1         0.01498             -1        
1         0.1105              2.287     
1         0.1016              -1        
1         0.003761            -1        
1         0.01865             1.413     
1         0.002878            -1        
1         0.004639            -1        
1         0.009384            -1        
1         4.837e-05           1.694     
1         0.001552            -1        
1         0.0004754           1.689     
1         0.0004833           1.729     
1         0.01178             -1        
1         0.002748            -1        
1         0.001629            1.7       
1         0.003389            1.505     
1         0.75                -1        
1         0.0003586           1.982     
1         0.001132            1.84      
1         0.03174             2.32      
1         0.001853            1.92      
1         0.0003822           -1        
1         0.00528             -1        
1         0.7852              2.207     
1         0.0007982           -1        
1         0.004097            1.666     
1         0.7075              -1        
1         7.564e-05           -1        
1         0.007076            -1        
1         0.02557             1.432     
1         0.000608            -1        
1         0.0008273           -1        
1         0.017               -1        
1         0.02023             2.074     
1         0.01846             -1        
1         0.9478              1.489     
1         0.002041            -1        
1         0.0001646           -1        
1         0.0009379           1.605     
1         0.007919            1.555     
1         0.0006771           -1        
1         0.02467             -1        
1         0.006054            1.547     
1         0.004169            -1        
1         0.0005212           -1        
1         0.01909             -1        
