index     maxhbbscore         N3B1      
1         0.9902              1.686     
1         0.0368              -1        
1         0.5117              1.58      
1         0.06439             1.902     
1         0.006531            -1        
1         0.4604              -1        
1         0.0009117           1.333     
1         0.000154            2.178     
1         0.0002577           1.527     
1         0.0007081           1.391     
1         0.312               1.993     
1         0.769               1.517     
1         0.001322            2.082     
1         0.001785            1.369     
1         0.008804            -1        
1         0.001441            1.935     
1         0.007538            2.078     
1         0.006851            1.885     
1         0.002037            1.486     
1         0.9966              1.479     
1         0.01311             1.667     
1         0.001174            1.479     
1         0.002054            1.794     
1         0.9863              1.573     
1         0.8862              1.648     
1         0.003925            2.172     
1         0.00436             1.77      
1         0.001106            1.591     
1         0.01456             2.752     
1         0.9966              1.618     
1         0.0007186           1.456     
1         0.9995              1.24      
1         0.05539             1.569     
1         0.9985              2.318     
1         0.999               2.09      
1         0.01349             -1        
1         0.03108             1.571     
1         0.9907              1.585     
1         0.004509            1.369     
1         0.999               1.583     
1         0.9995              1.595     
1         0.000751            2.684     
1         0.0369              1.965     
1         0.6689              2.262     
1         0.002731            1.569     
1         0.2588              -1        
1         0.002359            1.652     
1         0.9995              1.511     
1         0.9971              2.012     
1         0.999               1.466     
1         0.0009756           1.57      
1         0.9419              1.681     
1         0.006493            -1        
1         0.9927              1.51      
1         0.006611            -1        
1         0.9995              1.587     
1         0.9971              1.981     
1         0.9995              1.575     
1         0.7217              1.403     
1         0.002153            -1        
1         0.9985              1.711     
1         0.7803              1.493     
1         0.9883              -1        
1         0.03436             1.39      
1         0.9355              1.48      
1         0.09448             1.713     
1         0.9995              1.477     
1         0.01814             1.562     
1         0.0009813           2.053     
1         0.5142              1.514     
1         0.0001572           2.17      
1         0.4612              1.58      
1         0.999               1.565     
1         0.8125              1.828     
1         0.9971              -1        
1         0.9995              1.368     
1         0.999               1.396     
1         0.003498            1.561     
1         0.02843             -1        
1         0.9082              1.904     
1         0.0009985           1.936     
1         0.999               2.305     
1         0.001225            1.555     
1         0.407               1.725     
1         0.07654             1.459     
1         0.01159             1.608     
1         0.01837             1.321     
1         0.5903              1.602     
1         0.0093              -1        
1         0.9995              1.531     
1         0.9995              1.392     
1         0.08704             1.368     
1         0.02365             2.25      
1         0.000109            1.507     
1         0.0372              1.598     
1         0.9971              2.477     
1         0.02103             2.498     
1         0.9995              1.843     
1         0.8921              1.547     
1         0.005211            -1        
1         0.001617            1.831     
1         0.1086              1.936     
1         0.8984              2.482     
1         0.0001321           2.295     
1         0.0004258           1.44      
1         0.9995              1.446     
1         0.0001453           1.54      
1         0.01109             1.643     
1         0.999               1.571     
1         0.999               2.051     
1         0.9995              2.621     
1         0.01046             1.646     
1         0.9292              1.525     
1         0.3291              1.299     
1         0.9985              1.595     
1         0.915               1.759     
1         0.0181              1.552     
1         0.003231            1.454     
1         0.09259             1.335     
1         0.9976              1.696     
1         0.999               1.479     
1         8.702e-05           2.654     
1         0.98                3.627     
1         0.003967            -1        
1         0.8672              2.271     
1         0.003105            1.358     
1         0.1229              1.605     
1         0.0009985           1.963     
1         0.999               1.676     
1         0.01063             -1        
1         0.998               1.487     
1         0.091               1.288     
1         0.9985              1.506     
1         0.9995              1.966     
1         0.00499             1.527     
1         0.05237             2.297     
1         0.01067             1.541     
1         0.9995              1.609     
1         0.8975              1.686     
1         0.9673              1.312     
1         0.001016            1.436     
1         0.2983              1.556     
1         0.9976              1.508     
1         0.02324             1.304     
1         0.8926              -1        
1         0.002697            -1        
1         0.000133            1.57      
1         0.0001549           2.135     
1         0.01508             -1        
1         0.0186              1.662     
1         0.03976             1.5       
1         0.9927              -1        
1         0.001793            2.346     
1         0.002577            1.799     
1         0.009651            1.63      
1         0.9971              1.414     
1         0.9629              1.463     
1         0.9907              1.603     
1         0.9941              1.915     
1         0.01718             -1        
1         0.6484              1.599     
1         0.003788            1.487     
1         0.002113            1.475     
1         0.0251              1.63      
1         0.0003188           1.602     
1         0.1545              -1        
1         0.9971              1.77      
1         0.002686            -1        
1         0.9917              2.018     
1         0.9287              1.528     
1         0.1533              1.342     
1         0.4854              1.372     
1         0.999               2.555     
1         0.1885              -1        
1         0.005962            1.857     
1         0.004131            1.52      
1         0.0006442           1.54      
1         0.9976              2.086     
1         0.9023              -1        
1         0.001371            1.654     
1         0.008698            1.539     
1         0.009354            1.463     
1         0.9995              1.353     
1         0.009491            -1        
1         0.09534             1.585     
1         0.9561              1.571     
1         0.9995              1.658     
1         0.999               1.489     
1         0.707               1.605     
1         0.4304              1.415     
1         0.001703            1.677     
1         0.9976              1.442     
1         0.02155             -1        
1         0.1121              2.459     
1         0.0006652           1.535     
1         0.9927              1.794     
1         0.0003252           1.474     
1         0.001556            -1        
1         0.9985              1.511     
1         0.001774            1.959     
1         0.01164             2.029     
1         0.01636             1.352     
1         0.9961              1.361     
1         0.999               1.555     
1         0.01376             1.445     
1         0.01442             1.43      
1         0.0008039           1.85      
1         0.005943            1.484     
1         0.01065             1.432     
1         0.6484              -1        
1         0.0142              1.772     
1         0.003197            1.36      
1         0.2888              2.443     
1         0.1525              -1        
1         0.000442            2.176     
1         0.9995              1.661     
1         0.001606            1.812     
1         0.0003777           1.387     
1         0.0003221           1.404     
1         0.0007801           1.563     
1         0.007347            1.626     
1         0.01775             1.739     
1         0.07288             1.367     
1         0.9985              1.407     
1         0.003838            1.677     
1         0.001668            1.53      
1         0.8701              1.439     
1         0.02165             1.786     
1         0.9902              1.788     
1         0.5576              1.252     
1         0.9556              1.383     
1         0.0008721           2.314     
1         0.9995              1.501     
1         0.999               1.64      
1         0.2979              -1        
1         0.998               1.387     
