index     maxhbbscore         N3B1      
1         0.001631            2.656     
1         0.4812              1.399     
1         0.001612            1.596     
1         0.07019             -1        
1         0.01252             1.418     
1         0.005543            -1        
1         0.1224              -1        
1         0.006386            -1        
1         0.3037              -1        
1         0.001961            1.349     
1         0.0006504           1.47      
1         0.001195            -1        
1         0.0008516           1.826     
1         0.001146            -1        
1         0.001974            -1        
1         0.261               -1        
1         0.007538            -1        
1         0.006004            -1        
1         0.001637            -1        
1         0.002043            -1        
1         0.001386            1.691     
1         0.007359            1.576     
1         0.0006943           -1        
1         0.002192            -1        
1         0.06287             -1        
1         0.007851            -1        
1         0.03589             -1        
1         0.13                1.548     
1         0.1086              1.521     
1         0.004139            -1        
1         0.001163            -1        
1         0.5581              -1        
1         0.005653            1.461     
1         0.00423             -1        
1         0.0005856           -1        
1         0.0003641           2.066     
1         0.001147            -1        
1         0.004795            1.406     
1         0.01064             -1        
1         0.0008054           -1        
1         0.02135             -1        
1         0.02312             1.486     
1         0.001101            1.415     
1         0.0004575           1.428     
1         0.1223              -1        
1         0.00128             2.111     
1         0.002918            -1        
1         0.001219            -1        
1         0.02194             -1        
1         0.02742             1.444     
1         0.7256              2.307     
1         0.009026            -1        
1         0.004284            -1        
1         0.07263             -1        
1         0.0003343           -1        
1         0.0157              2.146     
1         0.1004              -1        
1         0.4055              -1        
1         0.1008              -1        
1         0.02219             1.469     
1         0.4067              1.65      
1         0.2891              1.424     
1         0.009758            1.522     
1         8.702e-05           1.893     
1         0.03336             -1        
1         0.002291            -1        
1         0.00102             1.468     
1         0.008598            -1        
1         0.000567            1.998     
1         0.007988            -1        
1         0.0134              1.435     
1         0.001025            1.384     
1         0.03406             -1        
1         0.01767             1.599     
1         0.001293            -1        
1         0.8794              1.96      
1         0.009186            -1        
1         0.008583            -1        
1         0.1719              -1        
1         0.01017             2.537     
1         0.1023              -1        
1         0.00018             1.642     
1         8.293e-07           1.538     
1         0.0005469           1.577     
1         0.2563              1.58      
1         0.009056            -1        
1         0.01605             -1        
1         0.04343             -1        
1         0.0002937           1.413     
1         0.0661              -1        
1         0.0002043           1.975     
1         0.0007              -1        
1         0.00563             1.579     
1         0.001282            -1        
1         0.0004349           1.644     
1         0.1915              1.246     
1         0.1112              -1        
1         0.009521            -1        
1         0.003208            1.839     
1         0.003735            1.77      
1         0.000284            1.954     
1         0.0126              1.772     
1         9.662e-05           2.27      
1         0.02272             1.354     
1         0.0007596           -1        
1         0.0006723           -1        
1         0.002874            -1        
1         0.002028            1.308     
1         0.008842            1.677     
1         0.0005517           -1        
1         0.0002041           -1        
1         0.001489            1.487     
1         0.001493            1.621     
1         0.00222             1.587     
1         0.0003307           1.414     
1         0.006191            1.603     
1         0.0005484           -1        
1         0.004566            -1        
1         0.0007877           1.329     
1         0.005894            1.57      
1         0.005447            -1        
1         0.3625              -1        
1         0.00246             1.634     
1         1.39e-05            1.672     
1         0.001039            -1        
1         0.006428            1.583     
