index     maxhbbscore         N3B1      
1         0.001401            -1        
1         0.001815            -1        
1         0.6348              -1        
1         0.001073            -1        
1         0.003407            -1        
1         0.004856            1.586     
1         0.05215             1.441     
1         0.03323             1.013     
1         0.001302            1.567     
1         0.01273             -1        
1         0.0004017           -1        
1         0.3101              1.311     
1         0.01454             -1        
1         0.006603            1.785     
1         0.01973             1.476     
1         0.0005703           2.506     
1         0.000293            -1        
1         0.008278            -1        
1         0.05676             2.062     
1         0.02518             -1        
1         0.0001844           2.479     
1         0.00174             -1        
1         0.008965            1.491     
1         8.398e-05           1.532     
1         0.0003927           1.48      
1         0.0004265           1.64      
1         0.002979            2.014     
1         0.001557            1.773     
1         0.0007448           1.982     
1         0.0007768           1.455     
1         0.001631            3.664     
1         0.001177            1.506     
1         0.0433              2.092     
1         0.0002072           1.669     
1         0.001803            -1        
1         0.002264            -1        
1         0.01344             -1        
1         0.002398            -1        
1         0.0907              -1        
1         0.0001686           1.639     
1         0.005306            -1        
1         2.958e-05           1.777     
1         0.001267            1.478     
1         0.03357             -1        
1         0.03278             1.715     
1         0.00149             -1        
1         0.06653             1.425     
1         0.08899             -1        
1         0.00136             -1        
1         0.001374            -1        
1         0.0009208           1.601     
1         0.198               1.83      
1         0.02203             -1        
1         0.0244              -1        
1         0.0001073           -1        
1         9.531e-05           1.806     
1         0.0002518           -1        
1         0.001218            1.664     
1         0.004089            1.271     
1         0.001031            1.526     
1         0.005623            -1        
1         0.0116              -1        
1         0.0005159           1.436     
1         0.000608            -1        
1         0.002934            1.633     
1         0.01361             -1        
1         0.09448             1.417     
1         0.001628            -1        
1         0.002003            3.264     
1         0.01221             -1        
1         0.0007234           1.771     
1         0.009056            1.58      
1         0.002884            -1        
1         0.01498             -1        
1         0.001238            2.326     
1         0.001167            1.741     
1         0.05545             -1        
1         0.001952            1.282     
1         0.02155             1.508     
1         0.0007739           -1        
1         0.0007448           1.542     
1         0.1272              -1        
1         0.0005422           1.509     
1         0.01551             -1        
1         0.002241            1.686     
1         0.0006547           1.922     
1         0.000228            2.148     
1         0.01414             -1        
1         0.0008883           -1        
1         0.0005226           -1        
1         0.0001093           -1        
1         0.003534            1.373     
1         0.13                1.54      
1         0.08942             1.742     
1         0.105               1.641     
1         0.0002561           2.459     
1         0.007568            -1        
1         0.0002878           1.891     
1         0.001157            -1        
1         0.1194              2.324     
1         0.0001208           1.472     
1         0.00276             -1        
1         0.0009618           1.726     
1         0.01752             -1        
1         0.006592            2.205     
1         0.02995             -1        
1         0.8867              1.648     
1         0.002537            -1        
1         0.003498            -1        
1         0.0001069           1.307     
1         0.005924            1.554     
1         0.0005984           1.803     
1         0.0003352           -1        
