index     maxhbbscore         N3B1      
1         0.003485            1.398     
1         0.00231             1.651     
1         0.06824             -1        
1         0.001523            -1        
1         0.1803              1.401     
1         0.0009918           -1        
1         0.002474            -1        
1         0.008118            -1        
1         0.000334            1.512     
1         0.01906             1.402     
1         0.03122             -1        
1         0.0006924           2.277     
1         0.07239             1.61      
1         0.01557             1.344     
1         0.01447             -1        
1         0.009773            1.599     
1         0.001513            -1        
1         0.01797             1.598     
1         0.0005922           1.474     
1         0.7114              1.636     
1         0.0001787           1.249     
1         0.0005612           1.705     
1         0.0002794           2.854     
1         0.006805            1.457     
1         0.017               -1        
1         0.05692             1.856     
1         0.0002086           2.424     
1         0.0003862           1.969     
1         0.007366            -1        
1         0.00127             -1        
1         0.0005002           2.285     
1         0.01258             -1        
1         0.0004721           2.312     
1         0.05228             2.143     
1         0.0006537           -1        
1         0.007698            -1        
1         0.0001835           2.168     
1         0.0005779           1.6       
1         0.06323             1.44      
1         0.7788              1.512     
1         0.003002            1.521     
1         0.0001608           1.5       
1         0.0004492           2.703     
1         0.03442             -1        
1         0.01464             -1        
1         0.0004466           -1        
1         0.00956             1.492     
1         0.09845             1.74      
1         0.0005298           1.439     
1         0.06555             1.611     
1         0.005112            -1        
1         0.002403            1.46      
1         3.032e-05           2.174     
1         0.5542              -1        
1         0.0002742           1.8       
1         0.006214            -1        
1         0.000313            -1        
1         0.007145            -1        
1         0.00988             -1        
1         0.007099            1.504     
1         0.0005007           -1        
1         0.001663            1.511     
1         0.0002854           1.929     
1         0.01401             -1        
1         0.007263            1.413     
1         0.8945              1.403     
1         0.0744              -1        
1         0.004333            1.704     
1         0.005203            -1        
1         0.00223             -1        
1         0.0002546           -1        
1         0.1432              -1        
1         0.002195            1.355     
1         0.01915             -1        
1         0.00134             1.705     
1         0.004257            -1        
1         9.888e-05           1.601     
1         0.007076            1.802     
1         0.5854              1.597     
1         0.6118              -1        
1         0.002239            -1        
1         0.0005574           1.451     
1         0.1223              -1        
1         0.8857              -1        
1         0.0008755           -1        
1         0.008698            1.81      
1         0.001905            1.437     
1         0.004375            1.545     
1         0.0002135           -1        
1         0.003551            -1        
1         0.008575            -1        
1         0.0005498           -1        
1         0.002777            -1        
1         0.004128            -1        
1         0.02637             -1        
1         0.0008354           1.795     
1         0.01089             1.54      
1         0.002439            -1        
1         0.0002871           -1        
1         0.02414             1.611     
1         0.002048            -1        
1         0.77                1.562     
1         0.008446            -1        
1         0.001489            -1        
1         0.001524            1.897     
1         0.0174              1.466     
1         0.0007663           -1        
1         0.006248            -1        
1         0.0004916           -1        
1         0.002512            -1        
1         0.1102              -1        
1         0.0003476           1.53      
1         0.001141            -1        
1         0.002562            -1        
1         0.0006065           1.638     
1         0.002724            1.631     
1         0.02176             1.509     
1         0.0001367           -1        
1         0.002689            -1        
1         0.1227              -1        
1         0.005081            -1        
1         0.002394            1.948     
1         0.000771            1.564     
1         0.01287             -1        
1         0.0001615           1.316     
1         0.003365            -1        
1         0.00705             1.467     
1         0.0008817           1.579     
1         0.0006452           1.938     
