index     maxhbbscore         N3B1      
1         0.004658            1.604     
1         0.0004246           -1        
1         0.007313            -1        
1         0.01964             -1        
1         0.001486            -1        
1         0.01062             2.238     
1         2.941e-05           1.541     
1         0.0009966           1.518     
1         0.009491            -1        
1         0.0005322           1.938     
1         0.001262            -1        
1         0.0003223           -1        
1         0.1555              1.886     
1         0.0007944           1.536     
1         0.0007277           -1        
1         0.00215             -1        
1         0.00116             -1        
1         0.0006394           1.604     
1         0.0003223           2.818     
1         0.0007811           -1        
1         0.01587             2.021     
1         0.005749            -1        
1         0.000252            -1        
1         0.00118             1.41      
1         0.0009322           2.738     
1         0.4385              1.415     
1         0.005219            -1        
1         0.0929              -1        
1         0.01309             1.75      
1         0.003189            1.557     
1         0.002081            1.616     
1         0.0004098           1.765     
1         0.001844            1.655     
1         0.01944             -1        
1         0.02925             -1        
1         0.008232            2.1       
1         0.01709             -1        
1         0.0008531           -1        
1         0.0001917           -1        
1         0.002424            -1        
1         0.01077             1.459     
1         0.01356             1.389     
1         0.009689            -1        
1         0.1464              1.638     
1         0.0007224           -1        
1         0.008301            -1        
1         0.0015              1.654     
1         0.001429            1.489     
1         0.001277            -1        
1         0.003477            1.685     
1         0.0001034           2.291     
1         5.633e-05           1.92      
1         0.002598            1.325     
1         0.02962             1.692     
1         0.6304              -1        
1         0.0005965           -1        
1         0.006321            2.412     
1         0.4492              -1        
1         0.04678             -1        
1         0.001837            -1        
1         0.0005169           1.754     
1         0.0009584           -1        
1         0.06598             -1        
1         0.002495            1.992     
1         0.00528             -1        
1         0.01318             1.615     
1         0.00179             -1        
1         0.004578            -1        
1         0.03033             -1        
1         0.002428            1.576     
1         0.0611              -1        
1         0.01079             1.712     
1         0.00141             1.378     
1         0.03751             -1        
1         5.654e-05           2.01      
1         0.2607              1.549     
1         0.003502            -1        
1         0.02222             -1        
1         0.001811            1.498     
1         0.001566            1.758     
1         0.0006871           -1        
1         0.007019            1.17      
1         0.0005069           -1        
1         0.3157              -1        
1         0.007858            1.692     
1         0.0002276           2.223     
1         0.01405             2.193     
1         0.001025            -1        
1         0.0001661           1.526     
1         0.005516            1.542     
1         0.01874             1.905     
1         0.0001293           1.67      
1         0.0001181           1.459     
1         0.0008612           1.494     
1         0.006058            2.014     
1         0.003975            1.458     
1         0.0005784           -1        
1         3.827e-05           2.166     
1         0.00872             1.57      
1         0.0003521           -1        
1         0.001761            -1        
1         0.01064             -1        
1         0.0009165           1.667     
1         9.513e-05           1.701     
1         0.0001901           1.542     
1         0.006737            1.745     
1         0.0006633           2.342     
1         0.0001425           2.066     
1         0.003819            -1        
1         0.06293             1.561     
1         0.04626             2.381     
1         0.09778             -1        
1         0.004364            -1        
1         0.0007687           1.4       
1         0.001287            -1        
1         0.003929            2.26      
1         0.003014            1.533     
1         0.00193             1.533     
1         0.01677             1.639     
1         0.1593              1.679     
1         0.02054             -1        
1         0.01338             -1        
1         0.0006223           2.682     
1         0.0575              1.479     
1         0.001551            -1        
1         0.0009441           1.505     
1         0.06775             1.681     
1         0.001326            -1        
1         0.0002618           -1        
1         0.4905              1.891     
1         0.0001447           1.504     
1         0.001104            -1        
1         0.5151              1.722     
1         0.002094            1.994     
1         0.0004921           1.578     
1         0.0009146           -1        
1         0.005527            -1        
1         0.004585            -1        
1         0.0001631           1.453     
1         0.5337              1.38      
1         0.0009613           1.427     
1         0.001474            1.854     
1         1.452e-05           2.699     
1         0.004269            1.99      
1         0.0007968           -1        
1         0.0002649           -1        
1         0.000479            1.52      
1         7.552e-05           2.156     
1         0.005009            1.568     
1         0.0383              -1        
1         0.1392              2.215     
1         0.0001869           2.17      
1         0.000283            1.802     
1         0.0006042           -1        
1         0.005882            1.814     
1         0.006054            -1        
1         0.002533            1.522     
1         0.01764             -1        
1         0.002857            1.606     
1         0.0006337           2.061     
1         0.001206            1.329     
1         0.0156              -1        
1         0.0003171           -1        
1         0.003887            -1        
1         0.0296              -1        
1         0.006943            1.541     
1         0.06329             1.625     
1         0.0009332           -1        
1         0.004478            -1        
1         0.002434            1.722     
1         0.0001342           1.452     
1         0.0219              1.288     
1         0.003628            1.577     
1         0.005787            1.5       
1         0.000139            2.039     
1         0.0002472           1.425     
1         0.1316              -1        
1         0.2006              1.613     
1         0.0002228           2.604     
1         0.008034            -1        
1         0.002886            1.851     
1         0.1893              -1        
1         0.0001167           1.69      
1         0.01584             1.66      
1         0.1056              -1        
1         0.00679             2.701     
1         0.000428            -1        
1         0.005795            1.425     
1         0.004601            -1        
1         0.001162            1.596     
1         0.0498              2.771     
1         0.001084            1.549     
1         0.0002894           -1        
1         0.0002649           -1        
1         0.0007825           1.553     
1         0.009041            -1        
1         0.00243             -1        
1         0.5786              1.473     
1         0.03366             -1        
1         0.0009151           -1        
1         0.002289            1.465     
1         0.004585            1.568     
1         0.00782             2.699     
1         0.0002494           2.334     
1         0.0006037           1.449     
1         0.1709              1.915     
1         0.1831              1.783     
1         0.02141             -1        
1         0.5493              1.566     
1         0.0007482           3.355     
1         0.001335            1.646     
1         0.04254             1.582     
1         0.7256              1.425     
1         0.0005822           -1        
1         0.708               2.264     
1         0.001275            -1        
1         0.003115            -1        
1         0.002388            1.379     
1         0.0007663           -1        
1         0.2898              1.624     
1         0.0003147           1.263     
1         0.0009694           1.537     
1         9.519e-05           2.014     
1         0.00112             -1        
1         0.0007124           1.521     
1         0.005856            -1        
1         0.002028            1.5       
1         0.0001661           1.854     
1         0.002598            -1        
1         0.04788             1.668     
1         0.0008993           -1        
1         0.003948            -1        
1         0.002005            -1        
1         0.0009909           -1        
1         0.001385            3.49      
1         0.1615              1.646     
1         0.0007968           1.463     
1         0.001124            -1        
1         0.0008802           -1        
1         0.0002347           -1        
1         0.000761            1.638     
1         0.0007915           -1        
1         0.002365            -1        
1         0.0006671           1.639     
1         0.0005803           1.302     
1         0.001529            -1        
1         2.69e-05            2.135     
1         0.001524            -1        
1         0.06555             -1        
1         0.1092              1.495     
1         0.0002139           1.467     
1         0.0003333           -1        
1         0.008766            1.831     
1         0.0004261           1.627     
1         0.001363            1.602     
1         0.009773            -1        
1         0.0006471           -1        
1         0.01354             1.759     
1         0.0003166           1.627     
1         0.0008202           1.876     
1         0.0007892           -1        
1         0.00015             1.726     
1         0.001205            -1        
1         4.271e-05           1.525     
1         0.001754            1.606     
1         0.0001596           -1        
1         0.7671              1.604     
1         0.002462            -1        
1         0.0005469           -1        
1         0.0003202           2.098     
1         0.004021            1.669     
1         0.000845            1.562     
1         0.0275              1.557     
1         0.003202            1.652     
1         0.001261            -1        
1         0.01723             -1        
1         0.03011             -1        
1         0.0002978           2.209     
1         0.0006704           -1        
1         0.000905            -1        
1         0.4402              3.047     
1         0.1155              1.825     
1         0.001708            2.02      
1         0.0002418           1.59      
1         0.0005713           -1        
1         0.01064             -1        
1         0.0004866           1.544     
1         0.002705            -1        
1         0.0008636           -1        
1         0.06076             2.66      
1         0.004826            2.283     
1         0.00106             1.565     
1         0.0003166           1.458     
1         0.001343            -1        
1         0.01279             1.346     
1         7.933e-05           2.021     
1         0.02921             1.658     
1         0.0003908           2.938     
1         0.01895             1.596     
1         0.005081            1.799     
1         0.005943            1.836     
1         0.001773            -1        
1         3.812e-05           1.674     
1         0.03653             -1        
1         0.000355            1.703     
1         0.0001607           1.578     
1         0.003603            -1        
1         0.9429              1.897     
1         0.06952             1.468     
1         0.0009074           -1        
1         0.0003293           1.71      
1         0.002905            -1        
1         0.001083            -1        
1         0.002302            1.381     
1         0.01656             -1        
1         0.01023             -1        
1         0.0003846           -1        
1         0.001727            1.48      
1         0.00125             1.827     
1         0.07422             -1        
1         0.0002465           1.811     
1         0.0001328           1.868     
1         0.000608            -1        
1         0.006145            2.152     
1         0.003117            -1        
1         0.002378            -1        
1         0.0005503           1.436     
1         9.334e-05           1.941     
1         0.001908            -1        
1         0.0005403           -1        
1         0.001946            -1        
1         0.0322              1.358     
1         0.0003049           -1        
1         0.001828            -1        
1         0.005749            1.453     
1         0.002821            -1        
1         0.009903            1.334     
1         0.003395            -1        
1         0.0005136           -1        
1         0.08765             1.565     
1         0.0008593           -1        
1         6.115e-05           2.439     
1         0.01086             1.44      
1         0.04028             -1        
1         0.003098            1.8       
1         0.001158            2.344     
1         0.008469            1.58      
1         0.0004101           -1        
1         0.6807              1.41      
1         0.001961            -1        
1         0.000711            2.566     
1         0.004768            1.341     
1         0.001038            1.528     
1         0.06354             -1        
1         0.0009098           1.586     
1         0.04929             -1        
1         0.001472            2.154     
1         0.00462             1.369     
1         0.003523            1.46      
1         0.0075              -1        
