index     maxhbbscore         N3B1      
1         9.382e-05           1.523     
1         0.0007343           -1        
1         0.394               -1        
1         0.006737            -1        
1         0.007565            1.957     
1         0.002163            -1        
1         0.004261            1.778     
1         0.003687            -1        
1         0.002346            2.512     
1         0.002975            -1        
1         0.003778            -1        
1         0.002113            1.976     
1         0.4922              -1        
1         0.0005875           1.544     
1         0.0005226           1.498     
1         0.001002            -1        
1         0.04443             -1        
1         0.00239             -1        
1         0.01025             -1        
1         0.2112              1.431     
1         0.03156             -1        
1         0.0007453           1.631     
1         0.0005322           -1        
1         0.001406            1.938     
1         0.001526            2         
1         0.02869             1.836     
1         0.002111            -1        
1         0.001493            -1        
1         0.006882            -1        
1         0.2023              -1        
1         0.01158             -1        
1         0.6562              -1        
1         0.0006771           1.524     
1         0.01796             -1        
1         0.002661            -1        
1         0.0008869           -1        
1         0.4404              1.489     
1         0.1296              -1        
1         0.001667            -1        
1         0.006332            -1        
1         0.003948            -1        
1         0.001631            1.835     
1         0.04041             -1        
1         0.0003469           -1        
1         0.007275            -1        
1         0.0008345           -1        
1         0.0003128           1.431     
1         0.002493            1.464     
1         0.0002489           -1        
1         0.0002284           -1        
1         0.006573            1.537     
1         0.002274            -1        
1         0.01264             -1        
1         0.0007935           -1        
1         0.1114              -1        
1         0.0009398           -1        
1         0.0061              1.645     
1         0.3633              1.715     
1         0.04843             2.033     
1         0.0004725           2.24      
1         0.00568             1.841     
1         0.003422            -1        
1         0.0009189           -1        
1         0.003172            -1        
1         0.0008087           -1        
1         0.002663            -1        
1         0.00375             -1        
1         8.655e-05           -1        
1         0.1248              1.49      
1         0.0005035           -1        
1         0.0006104           1.408     
1         0.0002911           1.416     
1         0.01836             1.491     
1         0.001829            -1        
1         0.0003514           -1        
1         0.9917              1.818     
1         0.004658            2.062     
1         0.0002191           2.496     
1         0.00134             1.558     
1         0.0005341           1.754     
1         0.0007873           -1        
1         0.0002587           1.788     
1         0.4563              -1        
1         0.0009584           3.068     
1         0.007072            -1        
1         0.0003195           1.473     
1         0.01755             1.939     
1         0.02774             1.418     
1         0.01554             -1        
1         5.43e-05            -1        
1         0.0008445           -1        
1         0.002028            -1        
1         0.0001801           -1        
1         0.01906             1.404     
1         0.0002801           1.354     
1         0.0372              -1        
1         0.001657            -1        
1         0.002972            1.427     
1         0.001765            -1        
1         0.002579            1.44      
1         0.004013            -1        
1         0.0004101           -1        
1         0.00428             -1        
1         5.385e-05           1.633     
1         0.01002             1.486     
1         0.000246            1.735     
1         0.07562             -1        
1         0.002077            -1        
1         0.1283              1.469     
1         0.001306            -1        
1         0.001049            1.59      
1         0.008156            -1        
1         0.1871              -1        
1         0.001344            -1        
1         0.1139              -1        
1         0.01115             -1        
1         0.003477            1.481     
1         0.003757            -1        
1         0.001968            -1        
1         0.0002718           1.96      
