index     maxhbbscore         N3B1      
1         0.00184             -1        
1         0.0008864           1.541     
1         0.001387            -1        
1         0.0008702           -1        
1         0.1654              1.945     
1         0.02077             1.959     
1         0.02682             1.901     
1         0.001294            -1        
1         0.0007143           -1        
1         0.0003994           1.469     
1         0.0006027           2.625     
1         0.5327              -1        
1         0.001145            -1        
1         5.63e-05            1.673     
1         0.0005703           1.683     
1         0.0209              1.372     
1         0.001846            -1        
1         0.002953            -1        
1         0.0003464           1.878     
1         0.001231            -1        
1         4.348e-05           2.227     
1         0.002651            -1        
1         0.005341            -1        
1         0.0003812           1.654     
1         0.003845            1.57      
1         0.3223              -1        
1         0.005371            1.631     
1         0.0491              1.502     
1         0.0003407           1.405     
1         0.01631             -1        
1         0.001593            1.561     
1         0.0003262           1.518     
1         0.04581             1.576     
1         0.01321             1.385     
1         0.0009074           -1        
1         0.001221            -1        
1         0.2489              -1        
1         2.19e-05            1.598     
1         0.05365             -1        
1         0.03586             -1        
1         0.02129             1.661     
1         0.04544             -1        
1         0.04117             -1        
1         0.01054             1.497     
1         0.0007296           -1        
1         0.0009131           -1        
1         0.0008249           -1        
1         0.0004508           1.466     
1         0.004742            -1        
1         0.0005059           -1        
1         0.0007114           1.437     
1         0.0008283           -1        
1         0.0003135           -1        
1         0.004951            -1        
1         0.02667             -1        
1         0.000576            1.979     
1         0.002584            -1        
1         0.001662            -1        
1         0.004826            1.407     
1         0.00885             1.46      
1         0.0005074           1.408     
1         0.1146              -1        
1         0.006863            -1        
1         0.0009212           -1        
1         0.000355            1.902     
1         0.003242            -1        
1         0.02446             -1        
1         0.0202              -1        
1         0.007965            -1        
1         0.00321             1.688     
1         0.8506              1.535     
1         0.009933            -1        
1         0.1125              -1        
1         0.0003004           1.671     
1         0.01336             1.621     
1         0.02542             1.771     
1         0.05948             -1        
1         0.0008254           -1        
1         0.0001401           1.477     
1         0.004059            1.436     
1         0.001246            -1        
1         0.01317             1.504     
1         0.01985             1.504     
1         0.004047            1.747     
1         0.00576             -1        
1         0.003325            -1        
1         0.03058             1.487     
1         0.005352            1.513     
1         0.01118             2.021     
1         0.238               -1        
1         5.94e-05            2.834     
1         0.004295            -1        
1         0.0002978           -1        
1         0.04538             -1        
1         0.0006161           -1        
1         0.004009            1.421     
1         0.0003045           2.053     
1         0.0002711           2.084     
1         0.005192            2.119     
1         0.0009179           1.463     
1         0.00724             -1        
1         8.386e-05           1.429     
1         0.9912              1.414     
1         0.001285            1.794     
1         0.01936             -1        
1         0.00457             -1        
1         1.342e-05           1.767     
1         0.003231            1.562     
1         0.005104            1.581     
1         0.001024            -1        
1         0.01086             -1        
1         0.002396            1.468     
1         0.00276             1.94      
1         0.01616             -1        
1         0.07227             -1        
1         9.31e-05            1.707     
1         0.00144             1.323     
1         0.001017            -1        
1         0.2759              -1        
1         0.0006685           2.146     
1         0.002754            -1        
1         0.02325             -1        
1         0.000313            -1        
1         0.0322              -1        
1         0.001616            1.621     
1         0.02255             -1        
1         0.06622             -1        
1         0.00154             -1        
1         0.001727            2.619     
1         0.001032            1.629     
1         0.0004661           -1        
1         0.000473            -1        
1         0.0003088           2.057     
1         0.005569            -1        
1         0.06897             -1        
1         0.03802             -1        
1         1.933e-05           1.897     
1         0.002304            -1        
1         0.001137            -1        
1         0.0004447           1.658     
1         0.003117            -1        
1         0.003952            -1        
1         0.0002975           1.396     
1         0.002621            1.69      
1         9.567e-05           2.734     
1         0.001664            -1        
1         0.01215             1.708     
1         0.001256            1.641     
1         0.4963              2.281     
1         0.001343            2.053     
1         0.001082            1.583     
1         0.006401            -1        
1         0.0005708           -1        
1         0.005207            1.529     
1         0.01907             -1        
1         0.06488             -1        
1         0.0001253           1.604     
1         0.0003791           1.507     
1         0.004719            1.408     
1         0.0625              -1        
1         0.0005598           1.796     
1         0.003025            1.508     
1         0.007988            -1        
1         0.0002377           -1        
1         0.0065              1.525     
1         0.0002742           1.572     
1         0.08533             -1        
1         0.01276             1.943     
