index     maxhbbscore         N3B1      
1         0.1991              -1        
1         0.0006161           1.523     
1         0.0574              1.802     
1         0.0004349           -1        
1         0.0003347           1.671     
1         0.259               -1        
1         0.01392             -1        
1         0.01434             1.455     
1         0.02284             1.559     
1         0.0005879           2.033     
1         0.01045             -1        
1         0.03012             -1        
1         0.001581            -1        
1         0.8999              1.847     
1         0.0001543           2.711     
1         0.0008192           -1        
1         0.007042            1.571     
1         0.001505            1.856     
1         5.317e-05           -1        
1         0.1438              -1        
1         0.2223              1.671     
1         0.002144            1.708     
1         0.2043              -1        
1         0.002052            2.389     
1         0.001972            -1        
1         0.6167              1.312     
1         0.00169             1.624     
1         0.001076            2.396     
1         0.8848              1.578     
1         0.002071            -1        
1         0.0005269           1.67      
1         0.004745            -1        
1         0.008759            1.625     
1         0.001459            1.502     
1         0.4568              -1        
1         0.0002384           2.098     
1         0.127               -1        
1         0.5356              -1        
1         0.9707              1.931     
1         0.01564             -1        
1         0.001972            1.496     
1         0.002018            -1        
1         0.2216              -1        
1         0.005199            -1        
1         0.3735              2.441     
1         0.04941             -1        
1         0.0001544           2.391     
1         0.8091              -1        
1         0.0009813           -1        
1         0.0005417           -1        
1         0.001087            1.458     
1         0.00126             1.771     
1         0.0008016           1.594     
1         0.02573             1.81      
1         0.0005054           -1        
1         0.0005231           -1        
1         0.0008597           1.95      
1         0.003277            -1        
1         0.006451            1.542     
1         0.009865            -1        
1         0.007698            1.437     
1         0.001151            -1        
1         0.1327              -1        
1         0.007065            -1        
1         0.7461              -1        
1         0.002478            -1        
1         0.002636            1.795     
1         0.269               -1        
1         0.004444            -1        
1         0.002581            -1        
1         0.02382             1.684     
1         0.007164            -1        
1         0.0006313           1.444     
1         0.002583            1.845     
1         0.01643             -1        
1         9.888e-05           -1        
1         0.0003276           -1        
1         9.984e-05           1.864     
1         0.01255             -1        
1         0.7192              1.44      
1         0.0009217           -1        
1         0.09625             -1        
1         0.6196              -1        
1         0.004066            2.967     
1         0.01691             -1        
1         0.2101              -1        
1         0.006592            1.355     
1         0.0007577           -1        
1         0.5625              1.83      
1         0.001446            2.557     
1         0.0009766           -1        
1         0.001147            1.727     
1         0.3081              -1        
1         0.004765            -1        
1         0.001406            1.692     
1         0.9165              1.487     
1         0.00131             -1        
1         0.0003061           -1        
1         0.003817            -1        
1         0.0009704           1.786     
1         0.01578             3.066     
1         0.0005522           1.353     
1         0.0672              1.399     
1         0.3589              -1        
1         0.3582              -1        
1         0.02669             -1        
1         0.9082              1.357     
1         0.0028              -1        
1         0.0001732           1.803     
1         0.001637            1.705     
1         0.05014             -1        
1         0.0005307           1.489     
1         0.5464              1.478     
1         0.002584            -1        
1         0.0008602           -1        
1         0.004444            1.528     
1         0.03043             1.601     
1         0.01976             -1        
1         0.4475              1.311     
1         0.00234             -1        
1         0.004677            -1        
1         0.01801             1.621     
1         0.0004289           1.832     
1         0.003033            -1        
1         0.7529              1.348     
1         0.006363            2.061     
1         0.9741              -1        
1         0.000335            1.973     
1         0.4209              -1        
1         0.1941              -1        
1         0.003588            1.814     
1         0.004593            2.689     
1         0.04379             1.345     
1         0.001408            -1        
1         0.01007             1.559     
1         0.1788              -1        
1         0.8555              -1        
1         0.71                -1        
1         0.009323            -1        
1         0.0008335           -1        
1         0.001622            1.516     
1         0.7842              -1        
1         0.01176             1.362     
1         0.00371             1.706     
1         0.03113             1.529     
1         0.001385            1.885     
1         0.4858              1.652     
1         0.004879            2.098     
1         0.1135              -1        
1         0.000742            -1        
1         0.09064             -1        
1         0.9072              1.528     
1         0.02377             1.473     
1         0.004131            1.588     
1         0.003143            -1        
1         0.03253             -1        
1         0.2825              -1        
1         0.001483            1.94      
1         0.6694              1.502     
1         0.2874              -1        
1         0.01706             -1        
1         0.07574             -1        
1         0.01997             -1        
1         0.0009589           -1        
1         0.001866            1.633     
1         0.0009832           -1        
1         0.0273              2.092     
1         0.1329              -1        
1         0.02264             1.324     
1         0.02269             1.547     
1         0.02502             -1        
1         0.01034             -1        
1         0.001124            -1        
1         0.05301             1.972     
1         0.0002868           1.465     
1         0.291               -1        
1         0.6914              -1        
1         0.001524            -1        
1         0.01611             1.591     
1         0.0008726           -1        
1         0.0003409           -1        
1         0.0006881           1.375     
1         0.2157              1.733     
1         0.00798             -1        
1         0.01891             -1        
1         0.3486              -1        
1         0.01138             -1        
1         0.002724            -1        
1         0.0001295           1.493     
1         0.002132            1.491     
1         0.004463            2.01      
1         0.002825            -1        
1         0.3127              1.438     
1         0.3831              1.612     
1         0.0009036           1.573     
1         0.002539            1.518     
1         0.00168             -1        
1         0.1207              1.525     
1         0.0416              -1        
1         0.1902              1.608     
1         0.006901            -1        
1         0.001298            -1        
1         0.2866              2.107     
1         0.236               -1        
1         0.0001827           1.66      
1         0.9878              1.745     
1         0.000526            1.312     
1         0.0002983           1.494     
1         0.0003507           1.899     
1         0.5864              -1        
1         0.2052              -1        
1         0.0008044           -1        
1         0.0005879           -1        
1         0.002064            1.573     
1         0.0004468           -1        
1         0.02452             -1        
1         0.0009899           -1        
1         0.001605            -1        
1         0.8755              1.393     
1         0.05692             -1        
1         5.394e-05           1.911     
1         0.0001312           1.269     
1         0.0003457           1.42      
1         0.3345              -1        
1         0.6719              -1        
1         0.007767            -1        
1         0.08514             1.461     
1         0.001799            -1        
1         0.003592            -1        
1         0.4541              -1        
1         0.7183              -1        
1         0.001904            -1        
1         0.002506            -1        
1         0.02498             -1        
1         0.877               -1        
1         0.9736              1.453     
1         0.001433            -1        
1         0.2556              -1        
1         0.009758            -1        
1         0.2443              -1        
1         0.0003669           1.48      
1         0.0397              -1        
1         0.009483            -1        
1         0.8003              -1        
1         0.7783              1.946     
