index     maxhbbscore         N3B1      
1         0.01936             1.446     
1         0.2307              1.28      
1         0.98                1.627     
1         0.9985              2.285     
1         0.01881             1.565     
1         0.0003393           2.111     
1         0.007385            2.277     
1         0.0369              2.484     
1         0.008743            1.665     
1         0.8906              1.472     
1         0.0003777           2.359     
1         0.9614              1.492     
1         0.01195             1.431     
1         0.000618            1.977     
1         0.9814              1.523     
1         0.005775            1.65      
1         0.00247             1.503     
1         0.8008              1.604     
1         0.003357            1.719     
1         0.9263              1.562     
1         0.01221             1.44      
1         0.998               1.729     
1         0.999               1.83      
1         0.0006328           1.356     
1         0.9995              -1        
1         0.563               -1        
1         0.1426              1.552     
1         0.08685             2.033     
1         0.002405            1.431     
1         0.02045             -1        
1         0.9995              1.487     
1         0.9995              1.591     
1         0.3372              -1        
1         0.000422            1.49      
1         0.001858            1.562     
1         0.3245              1.971     
1         0.998               1.994     
1         0.03241             1.662     
1         0.01419             1.394     
1         0.003355            1.476     
1         0.003399            3.652     
1         0.9946              1.589     
1         0.9917              -1        
1         0.1152              1.336     
1         0.009262            2.543     
1         0.009254            1.341     
1         0.0004954           1.958     
1         0.9976              1.562     
1         0.7363              3.24      
1         0.9985              1.973     
1         0.1534              1.63      
1         0.9966              1.607     
1         0.9946              1.552     
1         0.7686              1.074     
1         0.1251              1.717     
1         0.5176              1.868     
1         0.9805              1.289     
1         0.3267              1.448     
1         0.1282              1.668     
1         0.0008945           1.974     
1         0.02905             1.53      
1         0.02991             -1        
1         0.00035             1.416     
1         0.02089             1.312     
1         0.002968            1.721     
1         0.001512            2.027     
1         0.01616             1.991     
1         0.1089              1.484     
1         0.001628            1.456     
1         0.999               1.59      
1         0.02501             1.641     
1         0.9956              1.32      
1         0.02539             1.485     
1         0.3704              1.901     
1         0.01782             1.522     
1         0.08795             2.178     
1         0.9995              1.56      
1         0.04877             1.562     
1         0.9985              1.695     
1         0.1525              1.541     
1         0.02504             1.63      
1         0.5181              2.09      
1         9.727e-05           2.176     
1         0.007881            2.035     
1         0.9995              1.654     
1         0.9751              -1        
1         0.8809              1.989     
1         0.002562            -1        
1         0.5557              1.709     
1         0.003145            1.54      
1         0.002987            1.569     
1         0.9995              1.407     
1         0.001305            1.629     
1         0.9976              1.38      
1         0.0008073           1.84      
1         0.002609            -1        
1         0.4912              1.413     
1         0.001758            1.558     
1         0.000278            1.55      
1         0.7739              1.147     
1         0.9995              1.781     
1         0.9883              1.482     
1         0.9297              1.626     
1         0.9561              1.699     
1         0.1552              1.759     
1         0.9976              1.729     
1         0.8457              1.528     
1         0.998               1.469     
1         0.9985              1.469     
1         0.583               1.745     
1         0.008774            -1        
1         0.8364              -1        
1         0.0009212           1.593     
1         0.004349            1.873     
1         0.47                2.061     
1         0.003242            2.928     
1         0.003351            -1        
1         0.09619             1.348     
1         0.4282              1.658     
1         0.999               1.857     
1         0.9995              1.458     
1         0.03183             -1        
1         0.005718            1.937     
1         0.999               2.418     
1         0.9995              2.418     
1         0.9849              2.359     
1         0.9946              1.411     
1         0.999               2.779     
1         0.0007358           1.501     
1         0.999               1.625     
1         0.2449              1.39      
1         0.3462              -1        
1         0.9736              1.682     
1         0.998               1.521     
1         0.0003426           -1        
1         0.005657            1.528     
1         0.01113             -1        
1         0.1453              1.768     
1         0.9907              2.426     
1         0.9995              2.371     
1         0.2068              1.881     
1         0.1418              1.584     
1         0.6821              1.304     
1         0.0661              1.279     
1         0.98                1.359     
1         0.001846            2.107     
1         0.9976              2.24      
1         0.009201            1.535     
1         0.04465             -1        
1         0.0003109           1.806     
1         0.026               -1        
1         0.8311              1.572     
1         0.005901            1.981     
1         0.9985              1.568     
1         0.5576              1.809     
1         0.0001361           3.299     
1         0.003567            2.428     
1         0.02                1.517     
1         0.4346              1.354     
1         0.002098            1.993     
1         0.01201             1.566     
1         0.9976              -1        
1         0.01145             -1        
1         0.8843              1.751     
1         0.9902              1.337     
1         0.002815            2.152     
1         0.6704              1.248     
1         0.9941              1.318     
1         0.999               1.516     
1         0.2058              1.842     
1         0.9985              1.287     
1         0.0006356           1.812     
1         9.4e-05             1.446     
1         0.0002711           1.415     
1         0.9961              2.146     
1         0.958               -1        
1         0.9956              1.513     
1         7.451e-05           1.546     
1         0.9287              2.084     
1         0.04013             -1        
1         0.02727             1.465     
1         0.001809            1.864     
1         0.999               1.873     
1         0.9995              1.298     
1         0.6455              1.453     
