index     maxhbbscore         N3B1      
1         0.007141            -1        
1         0.0004449           1.961     
1         0.01743             -1        
1         0.03421             2.994     
1         0.01579             1.627     
1         0.002363            1.529     
1         0.001184            -1        
1         0.03622             -1        
1         0.004765            1.43      
1         0.0001923           1.788     
1         0.07031             -1        
1         0.002424            1.535     
1         0.0005417           1.675     
1         0.0005312           -1        
1         0.01142             1.551     
1         0.9497              -1        
1         0.001221            1.304     
1         0.04486             -1        
1         0.002676            2.875     
1         0.0336              1.596     
1         0.1912              1.4       
1         0.5278              1.491     
1         0.1409              -1        
1         0.002768            1.473     
1         0.003647            1.452     
1         0.003008            -1        
1         0.000282            1.449     
1         0.000484            1.322     
1         0.3354              -1        
1         0.006798            -1        
1         0.000545            1.342     
1         0.001724            1.71      
1         8.082e-05           2.145     
1         0.004528            1.838     
1         0.003555            1.714     
1         0.006248            -1        
1         0.006298            -1        
1         0.001597            1.508     
1         0.1992              -1        
1         0.002125            -1        
1         0.0002928           1.42      
1         0.215               1.365     
1         0.0009174           1.991     
1         0.001705            -1        
1         0.0006223           -1        
1         0.0008526           -1        
1         0.002422            -1        
1         0.01239             1.518     
1         0.02339             2.922     
1         0.000248            1.692     
1         0.002144            2.4       
1         0.001622            -1        
1         0.002739            1.519     
1         0.003952            -1        
1         0.0003512           2.023     
1         0.06598             -1        
1         0.002604            -1        
1         0.0006185           1.781     
1         0.8115              -1        
1         0.09924             1.643     
1         0.02242             -1        
1         0.0003433           1.919     
1         0.03317             1.83      
1         0.001655            -1        
1         0.001356            -1        
1         0.008575            1.549     
1         0.002602            -1        
1         0.01186             -1        
1         0.001289            2.166     
1         0.005268            1.504     
1         0.00679             1.77      
1         0.001639            -1        
1         0.001026            2.104     
1         0.1219              -1        
1         0.0007634           -1        
1         0.01266             1.837     
1         0.0008254           1.624     
1         0.000282            2.611     
1         0.001628            -1        
1         0.9644              -1        
1         0.005608            1.724     
1         0.0006604           1.562     
1         0.001244            1.856     
1         2.807e-05           1.901     
1         0.7231              1.664     
1         0.002621            1.805     
1         0.009636            -1        
1         0.0112              1.691     
1         0.009804            1.585     
1         0.5127              2.191     
1         0.004406            -1        
1         0.001062            1.549     
1         0.01099             1.56      
1         0.407               1.406     
1         0.001762            -1        
1         0.002724            1.753     
1         0.01207             -1        
1         0.04587             -1        
1         0.0005322           1.525     
1         0.3984              1.95      
1         0.02246             -1        
1         0.02341             1.298     
1         0.002275            2.125     
1         0.02458             1.553     
1         0.002619            -1        
1         0.00183             -1        
1         0.0005622           2.221     
1         0.001487            1.408     
1         0.001307            -1        
1         0.01422             -1        
1         0.0005112           -1        
1         0.005199            -1        
1         0.007416            1.81      
1         0.03888             2.828     
1         0.001077            -1        
1         0.009041            2.188     
1         0.01359             -1        
1         0.1267              1.829     
1         0.0009108           -1        
1         0.03397             -1        
1         0.006592            1.658     
1         0.003347            1.526     
1         0.02173             2.166     
1         0.1499              -1        
1         0.005749            2.42      
1         0.0004768           1.474     
1         0.0001699           3.473     
1         0.005455            -1        
1         0.003799            1.745     
1         0.005329            -1        
1         0.01257             -1        
1         0.0004854           -1        
1         0.0005589           -1        
1         0.0005913           1.796     
1         0.006912            -1        
1         0.001035            -1        
1         0.04214             -1        
1         0.007507            -1        
1         0.02734             -1        
1         0.1541              1.525     
1         0.0004299           2.658     
1         0.0005174           2.098     
1         0.001101            2.186     
1         0.02121             -1        
1         0.001525            -1        
1         0.02368             -1        
1         0.2174              1.929     
1         0.02672             1.711     
1         0.06799             1.753     
1         0.004456            1.602     
1         0.0002737           2.332     
1         0.01145             -1        
1         0.9644              1.774     
1         0.9873              -1        
1         0.001126            1.702     
1         0.0007138           1.378     
1         0.05322             -1        
1         0.001942            1.591     
1         0.013               2.219     
1         0.009094            -1        
1         0.3406              -1        
1         0.0006313           -1        
1         0.003595            2.297     
1         0.01041             -1        
1         0.0379              -1        
1         0.0002393           -1        
1         0.001062            1.72      
1         0.001564            1.405     
1         0.0001338           -1        
1         0.2705              1.545     
1         0.01157             -1        
1         0.0451              1.463     
1         0.4143              1.705     
1         0.0003748           2.535     
1         0.001795            -1        
1         0.01498             2.545     
1         0.002441            -1        
1         0.0002849           1.894     
1         0.0009861           1.854     
1         0.001569            -1        
1         0.004021            -1        
1         0.001877            1.472     
1         0.004097            -1        
1         0.0001064           1.742     
1         0.6333              2.084     
1         0.004356            -1        
1         0.002586            1.409     
1         0.0006695           1.911     
1         0.007988            -1        
1         0.001715            2.785     
1         0.03099             -1        
1         0.0009775           -1        
1         0.001737            -1        
1         0.009277            1.464     
1         0.02478             -1        
1         0.001075            -1        
1         0.0007663           1.512     
1         0.001279            -1        
1         0.0009613           -1        
1         0.0009918           1.943     
1         0.003775            -1        
1         0.0004134           1.521     
1         0.00985             -1        
1         0.0405              -1        
1         0.003452            -1        
1         0.001266            1.713     
1         0.0002551           1.414     
1         0.3901              -1        
1         0.003168            -1        
1         0.0001686           2.812     
1         0.006332            1.492     
1         0.2998              -1        
1         0.0007334           -1        
1         0.04379             -1        
1         0.008759            -1        
1         0.02219             1.477     
1         0.0004516           -1        
1         0.001365            1.889     
1         0.0005717           -1        
1         0.2185              2.178     
1         0.8716              2.02      
1         0.004475            -1        
1         0.002253            1.477     
1         0.0004828           -1        
1         0.008904            1.468     
1         0.0009947           -1        
1         0.000668            -1        
1         0.01996             -1        
1         0.000514            1.612     
1         0.0002692           2.74      
1         0.008797            1.502     
1         0.002388            -1        
1         0.001092            -1        
1         0.03326             -1        
1         0.001337            1.45      
1         0.0008759           1.548     
1         0.001232            1.574     
1         0.009972            2.334     
1         9.453e-05           2.584     
1         0.3142              1.794     
1         0.002213            -1        
1         0.6504              -1        
1         0.006969            -1        
1         9.179e-06           1.647     
1         0.0001726           1.158     
1         0.1328              -1        
1         0.001471            -1        
1         0.005848            2.059     
1         0.0002105           -1        
1         0.01231             -1        
1         0.0002143           2.352     
1         0.002577            -1        
1         0.0002276           1.648     
1         0.0003545           -1        
1         0.000967            -1        
1         0.0003407           1.793     
1         0.01243             1.422     
1         0.001666            -1        
1         0.05649             -1        
1         0.0006404           2.123     
1         0.04742             1.791     
1         0.003502            1.547     
1         7.927e-05           1.626     
1         0.001372            2.037     
1         0.0007319           2.111     
1         0.0002012           1.775     
1         0.008507            1.833     
1         0.0538              1.395     
1         0.05542             1.684     
1         0.1036              -1        
1         0.0004203           -1        
1         0.000289            2.508     
1         0.1934              -1        
1         0.0004504           1.863     
1         0.01111             1.48      
1         0.005478            1.587     
1         0.4807              3.734     
1         0.002218            -1        
1         0.0006394           1.633     
1         0.003485            -1        
1         0.001659            -1        
1         0.02594             1.488     
1         0.00284             -1        
1         0.2063              -1        
1         0.09149             -1        
1         0.00326             1.668     
1         0.002222            -1        
1         0.007103            2.211     
1         0.1002              -1        
1         0.01087             -1        
1         0.002405            -1        
1         0.001987            1.666     
1         0.001387            2.561     
1         0.001436            2.1       
1         0.006058            -1        
1         0.02722             2.062     
1         0.003693            1.493     
1         0.09332             1.49      
1         0.001501            1.413     
1         0.01102             1.823     
1         0.001697            -1        
1         0.001662            1.812     
1         0.002878            1.458     
1         0.007889            -1        
1         0.003899            -1        
1         0.00729             -1        
1         0.1598              1.428     
1         0.04944             1.494     
1         0.001405            1.379     
1         0.114               -1        
1         0.004108            -1        
1         0.2449              -1        
1         5.057e-05           2.135     
1         0.004677            -1        
1         0.000158            1.802     
1         0.00742             1.842     
1         0.004993            1.974     
1         0.000111            2.004     
1         0.1229              -1        
1         0.0007362           -1        
1         0.004406            -1        
1         0.001123            1.585     
1         0.001623            1.537     
1         0.02502             -1        
1         0.0008101           1.412     
1         0.02118             -1        
1         0.5542              -1        
1         0.00584             -1        
1         0.8569              -1        
1         0.000349            2.082     
1         0.006542            -1        
1         0.001942            -1        
1         0.006973            -1        
1         0.003065            1.768     
1         0.0001551           -1        
1         0.004608            1.79      
1         0.007439            -1        
1         0.001576            2.277     
1         0.0008593           -1        
1         0.0005999           2.285     
1         0.001221            -1        
1         0.0004606           1.44      
1         0.006886            -1        
1         0.002365            1.69      
1         0.002506            -1        
1         0.0005484           -1        
1         0.0004654           -1        
1         0.009171            -1        
1         0.0002161           1.878     
1         0.002863            -1        
1         0.9053              -1        
1         0.000267            2.342     
1         0.001683            -1        
1         0.005318            -1        
1         0.3279              -1        
1         0.002266            1.363     
1         0.01285             -1        
1         0.001673            -1        
1         0.0005326           -1        
1         0.0003207           2.158     
1         0.0001663           1.606     
1         0.004124            2.002     
1         0.01315             -1        
1         0.009521            -1        
1         0.08539             -1        
1         0.2446              1.451     
1         0.0004108           -1        
1         0.01111             1.585     
1         0.0002275           -1        
1         0.001256            -1        
1         0.001676            -1        
1         0.008659            1.933     
1         0.0007534           -1        
1         0.0006175           -1        
1         0.3289              1.659     
1         0.01895             1.463     
1         0.0008659           1.672     
1         0.00178             -1        
1         0.001926            1.511     
1         5.507e-05           2.701     
1         0.02596             -1        
1         0.02516             1.857     
1         0.001776            -1        
1         0.6646              1.275     
1         0.0002635           2.094     
1         0.006989            1.462     
1         0.007122            -1        
1         0.0009232           -1        
1         0.01794             -1        
1         0.0006146           1.766     
1         0.01262             1.419     
1         0.005283            -1        
1         0.0004678           -1        
