index     maxhbbscore         N3B1      
1         0.000308            1.996     
1         0.0007782           1.889     
1         0.005116            1.507     
1         0.04544             -1        
1         0.2534              1.495     
1         0.004013            -1        
1         0.003817            -1        
1         0.001741            -1        
1         0.003134            -1        
1         0.00154             2.432     
1         0.001134            1.644     
1         0.0001165           2.236     
1         0.005596            -1        
1         0.001661            -1        
1         0.0004458           1.911     
1         0.003374            2.656     
1         0.007511            -1        
1         0.002653            1.624     
1         0.00141             1.578     
1         0.8081              -1        
1         0.0003684           -1        
1         0.3625              -1        
1         0.0005116           -1        
1         0.00017             1.972     
1         0.0009198           1.901     
1         0.001883            -1        
1         0.003937            -1        
1         0.0008569           -1        
1         0.005363            2.498     
1         0.002621            -1        
1         0.0006075           2.041     
1         0.0003214           -1        
1         0.007732            -1        
1         0.2859              -1        
1         0.001742            -1        
1         0.01862             -1        
1         0.003721            -1        
1         0.002047            -1        
1         0.0003386           -1        
1         0.0001336           1.753     
1         0.02983             1.374     
1         0.001002            1.449     
1         0.02101             -1        
1         0.03262             -1        
1         0.009041            -1        
1         0.005844            -1        
1         0.146               1.35      
1         0.004025            1.556     
1         0.001307            2.451     
1         0.1273              1.729     
1         7.659e-05           2.758     
1         0.02809             1.869     
1         0.7051              1.968     
1         0.01392             1.38      
1         0.001375            -1        
1         0.001266            -1        
1         0.003155            -1        
1         0.001948            1.366     
1         0.01025             -1        
1         0.01514             2.41      
1         0.01197             1.609     
1         0.003626            -1        
1         0.01562             -1        
1         0.0002393           -1        
1         0.2142              -1        
1         0.01356             -1        
1         0.001031            1.406     
1         0.9863              -1        
1         0.0006123           1.646     
1         0.004574            -1        
1         0.003832            -1        
1         0.000126            -1        
1         0.03772             1.708     
1         0.001122            -1        
1         0.007061            -1        
1         0.001671            -1        
1         0.0003796           -1        
1         0.0007114           -1        
1         0.0002508           1.7       
1         0.7651              -1        
1         0.001787            -1        
1         0.0005202           -1        
1         0.000187            1.957     
1         0.006172            -1        
1         0.005245            -1        
1         0.1099              1.636     
1         0.001686            -1        
1         0.01297             -1        
1         0.0001795           2.111     
1         0.2091              1.326     
1         0.004745            1.603     
1         0.001897            -1        
1         0.0006623           1.478     
1         0.001686            2.58      
1         0.08075             -1        
1         0.0009227           1.429     
1         0.0002739           1.497     
1         0.0001786           1.454     
1         0.7529              1.616     
1         0.1078              -1        
1         0.003672            1.794     
1         0.01772             -1        
1         0.8315              -1        
1         0.001451            1.384     
1         0.0217              -1        
1         0.0005755           -1        
1         0.3127              1.459     
1         0.05319             -1        
1         0.000752            -1        
1         0.001057            2.336     
1         0.002466            -1        
1         0.0006404           2.955     
1         0.0002077           1.757     
1         0.05725             1.339     
1         0.06909             -1        
