index     maxhbbscore         N3B1      
1         7.504e-05           2.424     
1         0.0018              1.476     
1         0.02202             2.27      
1         0.007904            -1        
1         0.06458             1.515     
1         0.1187              -1        
1         0.0005026           -1        
1         0.0004616           1.994     
1         0.005718            -1        
1         0.00119             -1        
1         0.02182             1.899     
1         0.009102            1.425     
1         0.0001078           1.488     
1         0.01875             1.5       
1         0.3037              1.377     
1         0.006058            -1        
1         0.07556             1.947     
1         0.004311            1.467     
1         0.001632            -1        
1         0.002575            -1        
1         8.16e-05            2.963     
1         0.00486             -1        
1         0.003389            1.229     
1         0.03976             -1        
1         0.0001098           1.335     
1         0.0003378           -1        
1         0.0002565           2.1       
1         0.06125             2.023     
1         0.002964            1.762     
1         0.05801             1.884     
1         0.0003037           1.506     
1         0.05759             1.505     
1         0.0007944           1.745     
1         0.01457             -1        
1         0.0008984           -1        
1         0.008141            -1        
1         0.001246            1.611     
1         0.005737            2.035     
1         0.03081             -1        
1         0.0004969           2.336     
1         0.001978            -1        
1         0.00119             -1        
1         0.008675            1.872     
1         0.04132             -1        
1         0.01513             -1        
1         0.00441             -1        
1         0.002569            1.771     
1         0.0004127           2.43      
1         0.2064              1.701     
1         0.01325             1.542     
1         0.00185             -1        
1         0.00163             1.297     
1         0.05881             1.533     
1         0.002769            1.848     
1         0.0008845           -1        
1         0.001202            1.423     
1         0.03949             2.039     
1         0.003904            -1        
1         0.004002            -1        
1         0.001379            -1        
1         0.003181            -1        
1         0.001206            -1        
1         0.01482             -1        
1         0.002424            1.476     
1         5.054e-05           -1        
1         0.05301             -1        
1         0.02184             -1        
1         0.02559             1.885     
1         0.0001434           1.375     
1         0.0001816           -1        
1         0.002047            1.453     
1         0.004417            1.799     
1         0.0003695           1.532     
1         0.004002            -1        
1         0.04993             1.481     
1         0.07043             1.538     
1         0.003666            -1        
1         0.0005474           1.716     
1         0.002872            -1        
1         0.001475            1.83      
1         7.784e-05           2.266     
1         0.02299             -1        
1         0.142               2.49      
1         0.007076            1.646     
1         0.001148            -1        
1         0.009575            -1        
1         0.005608            -1        
1         0.002314            -1        
1         0.006824            1.538     
1         0.01019             -1        
1         0.5698              -1        
1         0.000214            1.431     
1         0.003246            -1        
1         0.002228            -1        
1         0.005001            -1        
1         0.04388             1.981     
1         0.1787              1.964     
1         0.4465              -1        
1         0.0005922           -1        
1         0.04181             -1        
1         0.01014             -1        
1         0.00139             1.75      
1         0.07178             1.545     
1         0.0001907           1.415     
1         0.0001659           -1        
1         0.0006633           -1        
1         0.008774            -1        
1         0.4158              1.8       
1         0.002722            1.36      
1         0.0008631           1.768     
1         0.0003614           -1        
1         0.0003686           1.694     
1         0.0005989           -1        
1         0.0006018           -1        
1         0.003136            -1        
1         0.03467             -1        
1         0.0007243           1.455     
1         0.003805            -1        
1         0.00206             1.683     
1         7.82e-05            1.405     
1         0.0003772           1.857     
1         0.000447            -1        
1         0.00618             -1        
1         0.01628             2.633     
1         0.0001901           1.43      
1         0.0004029           1.734     
1         0.8779              1.46      
1         0.0007663           -1        
1         0.06027             1.912     
1         0.0006771           -1        
1         0.05951             -1        
1         0.001596            -1        
1         0.4038              -1        
1         0.0005188           2.109     
1         0.0005097           -1        
1         0.002129            -1        
1         0.7964              -1        
1         0.0009031           -1        
1         0.01111             2.273     
1         0.0004032           2.123     
1         0.002131            2.662     
1         0.0006504           -1        
1         0.0002186           -1        
1         0.003418            -1        
1         0.1793              2.504     
1         0.001679            -1        
1         0.0005817           1.45      
1         0.001231            2.674     
1         0.009468            1.595     
1         0.002798            1.756     
1         0.008713            -1        
1         2.043e-05           2.172     
1         0.000617            -1        
1         0.001137            1.468     
1         0.001234            1.92      
1         0.000185            1.821     
1         0.04456             1.725     
1         0.008087            2.186     
1         0.000283            -1        
1         0.0001726           -1        
1         0.01011             1.355     
1         0.0008221           2.182     
1         0.0003471           1.509     
1         0.01749             2.906     
1         0.005268            -1        
1         0.05463             1.56      
1         0.001075            1.381     
1         0.001571            -1        
1         0.0006809           2.301     
1         0.4028              1.399     
1         0.00202             2.098     
1         0.0002468           1.413     
1         0.002039            1.387     
1         0.00263             -1        
1         0.000483            -1        
1         0.006924            -1        
1         0.6909              -1        
1         0.00223             -1        
1         0.004929            -1        
1         2.131e-05           1.79      
1         0.003262            2.045     
1         0.001778            -1        
1         0.001202            1.924     
1         0.0006843           -1        
1         0.0003893           1.703     
1         0.002035            -1        
1         0.008209            1.646     
1         0.08234             -1        
1         0.001431            1.452     
1         0.0007138           -1        
1         0.0009089           -1        
1         0.02228             -1        
1         0.005707            -1        
1         0.0001409           -1        
1         0.01567             1.527     
1         0.00227             1.866     
1         0.0002331           2.021     
1         0.0009527           -1        
1         0.007492            -1        
1         0.001047            -1        
1         0.3669              -1        
1         0.001387            2.146     
1         0.0115              1.479     
1         0.001987            -1        
1         0.00318             -1        
1         0.003206            -1        
1         0.002964            -1        
1         0.007008            -1        
1         0.002811            -1        
1         0.0009756           1.493     
1         0.01225             -1        
1         0.001447            2.07      
1         0.002911            -1        
1         0.002056            -1        
1         0.2595              1.634     
1         0.001186            1.555     
1         0.0006161           -1        
1         0.00248             -1        
1         0.000823            -1        
1         0.008461            2.588     
1         0.000248            1.41      
1         0.001455            -1        
1         0.0005498           -1        
1         0.001528            -1        
1         0.002705            1.577     
1         0.004284            -1        
1         0.004322            1.426     
1         0.002554            -1        
1         0.008682            -1        
1         0.0003145           1.852     
1         0.1129              -1        
1         0.003513            2.014     
1         0.04959             2.629     
1         0.0007682           -1        
1         0.001197            2.191     
1         0.001517            -1        
1         0.002628            -1        
1         0.002605            1.614     
1         0.0329              -1        
1         0.0003839           1.874     
1         0.002775            -1        
1         0.01628             -1        
1         0.000679            -1        
1         0.002035            -1        
1         0.06097             1.592     
1         0.0008106           1.861     
1         0.0004632           1.771     
1         0.00415             -1        
1         0.000711            1.514     
1         0.00182             -1        
1         0.004147            1.775     
1         0.0009937           1.736     
1         0.001397            -1        
1         0.006042            -1        
1         0.001943            -1        
1         0.02246             1.413     
1         0.8018              -1        
1         0.0107              1.415     
1         0.0006542           1.762     
1         0.001111            1.891     
1         0.002686            1.432     
1         0.001493            2.135     
1         0.0004849           1.437     
1         7.403e-05           3.037     
1         0.00246             -1        
1         0.0003655           1.549     
1         0.0009089           2.701     
1         0.0003512           2.156     
1         0.003511            -1        
1         0.9526              2.053     
1         0.001116            -1        
1         0.006828            -1        
1         0.0042              2.107     
1         0.003368            -1        
1         3.261e-06           1.546     
1         0.0003009           1.908     
1         0.04318             1.632     
1         0.0007873           1.394     
1         0.001611            -1        
1         0.0002675           -1        
1         0.0001385           1.425     
1         0.4819              1.453     
1         0.003986            -1        
1         0.000216            1.925     
1         0.0007877           1.511     
1         0.001761            -1        
1         0.0008774           1.537     
1         0.0005383           -1        
1         0.05722             1.611     
1         0.003023            1.697     
1         0.001654            -1        
1         0.07251             -1        
1         0.0004365           1.57      
1         0.0001085           1.688     
1         0.0009537           1.6       
1         0.7251              -1        
1         0.002975            -1        
1         0.001252            -1        
1         0.001074            1.44      
1         0.2715              -1        
1         0.001601            -1        
1         0.00705             1.737     
1         0.0004022           1.386     
1         0.001345            1.784     
1         0.003387            1.854     
1         1.979e-05           1.608     
1         0.00267             1.479     
1         0.006645            2.631     
1         0.0012              1.882     
1         0.01674             -1        
1         0.0007138           2.678     
1         0.01048             2.008     
1         0.0002484           -1        
1         0.008423            2.391     
1         0.325               -1        
1         0.01419             -1        
1         6.02e-05            2.268     
1         0.001595            1.493     
1         0.0003798           -1        
1         0.000247            1.624     
1         0.0004935           1.493     
1         0.001096            -1        
1         0.001913            -1        
1         0.006767            1.57      
1         0.00279             -1        
1         0.006027            1.979     
1         0.007214            1.592     
1         0.0002937           2.002     
1         0.001847            1.55      
1         0.0001774           1.338     
1         0.03793             -1        
1         0.213               -1        
1         0.003479            1.764     
1         0.005001            -1        
1         0.08728             1.594     
1         0.003384            -1        
1         0.03186             -1        
1         0.001287            1.736     
1         0.00129             -1        
1         0.0005126           1.488     
1         0.0002434           1.645     
1         0.00072             1.767     
1         0.00629             -1        
1         0.0003755           3.17      
1         0.01274             2.924     
1         0.008873            1.481     
1         0.002781            -1        
1         0.0005708           -1        
1         3.248e-05           1.493     
1         0.0004714           -1        
1         0.0005007           2.131     
1         0.004177            1.996     
1         0.004593            -1        
1         0.00151             -1        
1         0.0007229           1.436     
1         0.0004256           1.6       
1         6.872e-05           1.676     
1         3.576e-05           1.583     
1         0.002186            2.053     
1         0.004627            -1        
1         0.0002861           2.133     
1         0.0001785           2.021     
1         0.0002692           1.768     
1         0.001533            -1        
1         0.0004697           1.675     
1         8.619e-05           1.61      
1         0.09131             1.398     
1         2.01e-06            3.232     
1         0.001725            1.52      
1         0.0005827           2.166     
1         0.001047            1.663     
1         0.0004997           -1        
1         0.009689            1.928     
1         0.0002382           -1        
1         0.00163             -1        
1         0.0004606           1.641     
1         0.001766            -1        
1         0.0006781           -1        
1         0.001613            -1        
1         0.003056            -1        
1         5.075e-05           1.717     
1         0.02962             1.573     
1         0.0006967           -1        
1         0.0001637           2.49      
1         0.007195            -1        
1         0.005634            1.939     
1         0.4731              -1        
1         0.01645             1.582     
1         0.2827              -1        
1         0.000361            -1        
1         0.04468             1.377     
1         0.1753              2.051     
1         0.001749            -1        
1         0.03033             -1        
1         0.001444            -1        
1         0.0008178           -1        
1         0.0008235           -1        
1         0.004776            1.942     
1         0.000555            1.767     
1         0.001281            -1        
1         0.02617             1.539     
1         0.000628            -1        
1         0.0005312           2.021     
1         0.001423            -1        
1         0.0002844           -1        
1         0.0003476           -1        
1         0.008926            -1        
1         0.002579            1.373     
1         0.02922             -1        
1         0.003202            1.541     
1         0.06891             2.309     
1         0.0007219           1.603     
1         0.01059             -1        
1         0.0003426           1.744     
1         0.0003741           -1        
1         0.00721             -1        
1         0.0003746           -1        
1         0.0006433           1.527     
1         0.008202            -1        
1         0.007366            1.863     
1         0.09222             2.006     
1         0.0006208           2.242     
1         0.001186            -1        
1         0.003067            -1        
1         0.02377             1.409     
1         0.004532            1.835     
1         5.963e-05           1.493     
1         0.004272            2.936     
1         0.0007391           1.971     
1         0.0004907           1.799     
1         0.007282            -1        
1         0.005642            -1        
1         0.005047            -1        
1         0.0495              -1        
1         0.0007062           1.565     
1         0.0001653           -1        
1         0.003403            2.609     
1         0.04315             1.7       
1         0.0002828           2.172     
1         0.0004318           1.438     
1         0.002363            -1        
1         0.0007043           1.496     
1         0.01045             -1        
1         0.009674            -1        
1         0.007397            1.568     
1         0.007412            2.775     
1         0.0006571           -1        
1         0.00275             1.45      
1         0.2617              1.723     
1         0.0004554           1.428     
1         0.0006704           1.688     
1         0.001849            1.507     
1         0.003317            1.681     
1         0.5791              -1        
1         0.005104            -1        
1         0.001096            2.154     
1         0.0233              1.473     
1         0.0007682           -1        
1         0.002178            1.824     
1         0.001906            -1        
1         0.0009794           1.912     
1         0.003225            1.374     
1         0.1246              -1        
1         0.002243            -1        
1         0.02654             1.488     
1         0.0003617           2.193     
1         0.000325            2.352     
1         0.0009937           -1        
1         0.03839             -1        
1         0.002314            2.039     
1         0.04868             -1        
1         0.0354              -1        
1         0.004894            1.646     
1         0.0009584           1.857     
1         0.009674            1.666     
1         0.2407              -1        
1         0.0002806           1.539     
1         7.933e-05           2.279     
1         0.0006537           1.92      
1         0.00391             -1        
1         0.001024            1.601     
1         0.01186             -1        
1         0.004124            -1        
1         0.0004702           -1        
1         0.001453            1.843     
1         0.01836             -1        
1         0.003855            -1        
1         0.0007815           -1        
1         0.0005956           1.622     
1         0.0004575           -1        
1         0.039               -1        
1         0.0007601           2.109     
1         0.0255              -1        
1         0.003397            1.529     
1         0.01611             1.543     
1         0.00272             2.078     
1         0.01018             -1        
1         0.0499              -1        
1         0.004524            -1        
1         0.01781             -1        
1         0.8394              2.168     
1         0.00171             -1        
1         0.005333            1.4       
1         0.056               1.427     
1         0.001957            -1        
1         0.07758             -1        
1         0.1273              -1        
1         0.0008574           1.587     
1         0.006172            1.476     
1         0.0248              1.534     
1         4.552e-06           1.623     
1         0.00215             -1        
1         0.01878             -1        
1         0.02028             1.937     
1         0.002937            -1        
1         0.1865              1.528     
1         0.0002372           2.086     
1         0.0002878           1.243     
1         0.001569            -1        
1         0.0172              -1        
1         0.008698            1.913     
1         0.0007081           -1        
1         0.007759            -1        
1         0.05215             1.386     
1         0.06012             -1        
1         0.5771              -1        
1         0.003498            1.65      
1         0.01286             2.246     
1         0.002281            1.696     
1         0.00068             1.858     
1         0.02011             1.719     
1         0.0009975           1.715     
1         0.001374            -1        
1         0.004642            1.43      
1         0.1383              -1        
1         5.579e-05           1.554     
1         0.0003312           2.016     
1         0.000141            1.62      
1         0.001399            -1        
1         0.375               -1        
1         0.0009532           2.074     
1         0.0005789           2.283     
1         0.0008664           1.968     
1         0.00128             -1        
1         0.0006003           1.435     
1         0.001413            -1        
1         0.02513             2.129     
1         0.0376              1.445     
1         0.06061             1.504     
1         0.00972             1.475     
1         0.001205            1.533     
1         0.0008597           1.426     
1         0.009293            1.653     
1         0.0006795           -1        
