+--------+----------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |     DYJETS     |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+----------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin2   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin3   |     0 ± 0      |  28.38 ± 3.096   |  28.38 ± 3.096   |     0.1199 ± 0.03792      |    0.3177 ± 0.05023     |
| Bin4   |     0 ± 0      |  35.81 ± 3.478   |  35.81 ± 3.478   |     0.04796 ± 0.02398     |    0.6195 ± 0.07014     |
| Bin5   |     0 ± 0      |  28.38 ± 3.096   |  28.38 ± 3.096   |     0.1439 ± 0.04154      |    0.6512 ± 0.07192     |
| Bin6   | 111.6 ± 55.79  |  18.92 ± 2.617   |  130.5 ± 55.85   |     0.07195 ± 0.02937     |    0.8577 ± 0.08254     |
| Bin7   |     0 ± 0      |   11.49 ± 1.97   |   11.49 ± 1.97   |     0.04796 ± 0.02398     |    0.9689 ± 0.08772     |
| Bin8   |     0 ± 0      |  6.081 ± 1.433   |  6.081 ± 1.433   |     0.02398 ± 0.01696     |     1.017 ± 0.08985     |
| Bin9   |     0 ± 0      |   4.054 ± 1.17   |   4.054 ± 1.17   |     0.07195 ± 0.02937     |    0.9848 ± 0.08844     |
| Bin10  |     0 ± 0      |  3.378 ± 1.068   |  3.378 ± 1.068   |     0.02398 ± 0.01696     |     0.9054 ± 0.0848     |
| Bin11  |     0 ± 0      |   4.054 ± 1.17   |   4.054 ± 1.17   |     0.02398 ± 0.01696     |    0.9848 ± 0.08844     |
| Bin12  |     0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |     1.175 ± 0.09662     |
| Bin13  |     0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |     1.08 ± 0.09262      |
| Bin14  |     0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.04796 ± 0.02398     |     1.112 ± 0.09397     |
| Bin15  |     0 ± 0      |  2.703 ± 0.9556  |  2.703 ± 0.9556  |     0.04796 ± 0.02398     |     1.017 ± 0.08985     |
| Bin16  |     0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.02398 ± 0.01696     |     1.017 ± 0.08985     |
| Bin17  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.1199 ± 0.03792      |    0.9372 ± 0.08627     |
| Bin18  |     0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |     0.683 ± 0.07365     |
| Bin19  |     0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.02398 ± 0.01696     |     1.032 ± 0.09055     |
| Bin20  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |     1.001 ± 0.08915     |
| Bin21  |     0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.02398 ± 0.01696     |    0.7783 ± 0.07862     |
| Bin22  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |     1.144 ± 0.0953      |
| Bin23  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.02398 ± 0.01696     |    0.8577 ± 0.08254     |
| Bin24  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.5718 ± 0.06739     |
| Bin25  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.7148 ± 0.07534     |
| Bin26  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.02398 ± 0.01696     |    0.7783 ± 0.07862     |
| Bin27  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.7148 ± 0.07534     |
| Bin28  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.02398 ± 0.01696     |     0.6989 ± 0.0745     |
| Bin29  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.7307 ± 0.07618     |
| Bin30  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.02398 ± 0.01696     |    0.6512 ± 0.07192     |
| Bin31  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.1439 ± 0.04154      |     7.767 ± 0.2484      |
+--------+----------------+------------------+------------------+---------------------------+-------------------------+
