+--------+--------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |    DYJETS    |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+--------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.03971 ± 0.01776    |
| Bin2   |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.2303 ± 0.04277     |
| Bin3   |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.4845 ± 0.06203     |
| Bin4   |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |           0 ± 0           |     0.9054 ± 0.0848     |
| Bin5   |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.02398 ± 0.01696     |     1.422 ± 0.1063      |
| Bin6   |    0 ± 0     |  1.689 ± 0.7554  |  1.689 ± 0.7554  |     0.01199 ± 0.01199     |     1.247 ± 0.09951     |
| Bin7   |    0 ± 0     | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.02398 ± 0.01696     |     1.08 ± 0.09262      |
| Bin8   |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.01199 ± 0.01199     |     1.064 ± 0.09193     |
| Bin9   |    0 ± 0     |   3.716 ± 1.12   |   3.716 ± 1.12   |     0.01199 ± 0.01199     |    0.6592 ± 0.07235     |
| Bin10  |    0 ± 0     |  5.068 ± 1.308   |  5.068 ± 1.308   |     0.04796 ± 0.02398     |    0.3812 ± 0.05502     |
| Bin11  |    0 ± 0     |  5.405 ± 1.351   |  5.405 ± 1.351   |     0.02398 ± 0.01696     |    0.2859 ± 0.04765     |
| Bin12  |    0 ± 0     |  4.392 ± 1.308   |  4.392 ± 1.308   |           0 ± 0           |    0.1985 ± 0.03971     |
| Bin13  | 27.9 ± 27.9  |   4.73 ± 1.264   |  32.63 ± 27.92   |           0 ± 0           |    0.0953 ± 0.02751     |
| Bin14  |    0 ± 0     |  6.419 ± 1.473   |  6.419 ± 1.473   |           0 ± 0           |    0.03177 ± 0.01588    |
| Bin15  | 27.9 ± 27.9  |  3.378 ± 1.068   |  31.27 ± 27.92   |           0 ± 0           |    0.06354 ± 0.02246    |
| Bin16  |    0 ± 0     |   4.73 ± 1.264   |   4.73 ± 1.264   |           0 ± 0           |    0.05559 ± 0.02101    |
| Bin17  |    0 ± 0     |  3.041 ± 1.014   |  3.041 ± 1.014   |           0 ± 0           |    0.05559 ± 0.02101    |
| Bin18  |    0 ± 0     |  5.405 ± 1.351   |  5.405 ± 1.351   |           0 ± 0           |    0.07148 ± 0.02383    |
| Bin19  |    0 ± 0     |  5.405 ± 1.351   |  5.405 ± 1.351   |     0.01199 ± 0.01199     |    0.1588 ± 0.03552     |
| Bin20  |    0 ± 0     |  3.041 ± 1.014   |  3.041 ± 1.014   |     0.03597 ± 0.02077     |     0.3097 ± 0.0496     |
| Bin21  |    0 ± 0     |  3.378 ± 1.068   |  3.378 ± 1.068   |     0.03597 ± 0.02077     |    0.4448 ± 0.05943     |
| Bin22  |    0 ± 0     |  2.703 ± 0.9556  |  2.703 ± 0.9556  |     0.08394 ± 0.03173     |     0.7465 ± 0.077      |
| Bin23  |    0 ± 0     |  3.041 ± 1.014   |  3.041 ± 1.014   |     0.03597 ± 0.02077     |      0.953 ± 0.087      |
| Bin24  |    0 ± 0     |  1.351 ± 0.6757  |  1.351 ± 0.6757  |     0.05996 ± 0.02681     |     1.064 ± 0.09193     |
| Bin25  |    0 ± 0     |  1.014 ± 0.5852  |  1.014 ± 0.5852  |     0.05996 ± 0.02681     |     1.144 ± 0.0953      |
| Bin26  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.01199 ± 0.01199     |     1.136 ± 0.09497     |
| Bin27  |    0 ± 0     |  1.014 ± 0.5852  |  1.014 ± 0.5852  |     0.02398 ± 0.01696     |    0.8498 ± 0.08215     |
| Bin28  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.03597 ± 0.02077     |    0.4289 ± 0.05836     |
| Bin29  |    0 ± 0     | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |    0.2621 ± 0.04562     |
| Bin30  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.01588 ± 0.01123    |
| Bin31  |    0 ± 0     |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
+--------+--------------+------------------+------------------+---------------------------+-------------------------+
