+--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
| Bin#   |     DYJETS      |     ttbar      |      Total      | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
| Bin0   |      0 ± 0      |     0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
| Bin1   |      0 ± 0      | 5.405 ± 1.351  |  5.405 ± 1.351  |     0.5756 ± 0.08308      |     0.27 ± 0.04631      |
| Bin2   |      0 ± 0      | 24.32 ± 2.867  |  24.32 ± 2.867  |      0.9353 ± 0.1059      |     0.7465 ± 0.077      |
| Bin3   |      0 ± 0      | 33.78 ± 3.378  |  33.78 ± 3.378  |      1.127 ± 0.1163       |     1.144 ± 0.0953      |
| Bin4   |      0 ± 0      | 52.03 ± 4.193  |  52.03 ± 4.193  |      1.799 ± 0.1469       |     1.493 ± 0.1089      |
| Bin5   |  55.79 ± 39.45  | 45.27 ± 3.911  |  101.1 ± 39.64  |      1.463 ± 0.1324       |     1.557 ± 0.1112      |
| Bin6   |  55.79 ± 39.45  | 61.49 ± 4.558  |  117.3 ± 39.71  |       1.367 ± 0.128       |     1.048 ± 0.09125     |
| Bin7   | -167.4 ± 88.21  | 72.97 ± 4.965  |  -94.4 ± 88.35  |      0.9353 ± 0.1059      |    0.9848 ± 0.08844     |
| Bin8   | -111.6 ± 55.79  | 64.87 ± 4.681  | -46.72 ± 55.99  |      0.8873 ± 0.1032      |    0.9689 ± 0.08772     |
| Bin9   |    0 ± 78.9     | 88.51 ± 5.468  |  88.51 ± 79.09  |     0.6235 ± 0.08647      |     1.017 ± 0.08985     |
| Bin10  |  334.7 ± 167.4  | 101.4 ± 5.852  |  436.1 ± 167.5  |     0.4077 ± 0.06992      |     2.319 ± 0.1357      |
| Bin11  |  2622 ± 461.8   | 95.95 ± 5.693  |  2718 ± 461.8   |      1.223 ± 0.1211       |     48.08 ± 0.6179      |
| Bin12  |  2232 ± 421.2   | 109.5 ± 6.081  |  2341 ± 421.3   |     0.7435 ± 0.09442      |     22.27 ± 0.4205      |
| Bin13  |  334.7 ± 136.7  | 108.1 ± 6.044  |  442.9 ± 136.8  |     0.1199 ± 0.03792      |    0.1906 ± 0.03891     |
| Bin14  |  111.6 ± 55.79  | 84.46 ± 5.342  |   196 ± 56.05   |     0.1199 ± 0.03792      |    0.03177 ± 0.01588    |
| Bin15  |    0 ± 55.79    | 89.19 ± 5.489  |  89.19 ± 56.06  |     0.1199 ± 0.03792      |     0.2065 ± 0.0405     |
| Bin16  |  111.6 ± 55.79  | 79.06 ± 5.212  |  190.6 ± 56.03  |     0.1679 ± 0.04487      |    0.1112 ± 0.02972     |
| Bin17  |      0 ± 0      | 68.24 ± 4.802  |  68.24 ± 4.802  |     0.1199 ± 0.03792      |    0.03177 ± 0.01588    |
| Bin18  |  111.6 ± 55.79  | 65.54 ± 4.706  |  177.1 ± 55.99  |     0.04796 ± 0.02398     |          0 ± 0          |
| Bin19  |  111.6 ± 55.79  | 57.43 ± 4.405  |   169 ± 55.96   |     0.04796 ± 0.02398     |          0 ± 0          |
| Bin20  |  111.6 ± 55.79  | 61.49 ± 4.558  |  173.1 ± 55.98  |     0.09593 ± 0.03392     |          0 ± 0          |
| Bin21  | -55.79 ± 39.45  | 56.76 ± 4.379  | 0.9663 ± 39.69  |     0.07195 ± 0.02937     |          0 ± 0          |
| Bin22  |      0 ± 0      | 47.97 ± 4.082  |  47.97 ± 4.082  |     0.04796 ± 0.02398     |    0.04765 ± 0.01945    |
| Bin23  |      0 ± 0      | 35.81 ± 3.478  |  35.81 ± 3.478  |     0.07195 ± 0.02937     |    0.01588 ± 0.01123    |
| Bin24  |      0 ± 0      |  31.08 ± 3.24  |  31.08 ± 3.24   |     0.02398 ± 0.01696     |          0 ± 0          |
| Bin25  |      0 ± 0      | 26.35 ± 2.984  |  26.35 ± 2.984  |     0.02398 ± 0.01696     |    0.03177 ± 0.01588    |
| Bin26  |      0 ± 0      |  27.7 ± 3.059  |  27.7 ± 3.059   |     0.07195 ± 0.02937     |    0.03177 ± 0.01588    |
| Bin27  |      0 ± 0      | 25.68 ± 3.022  |  25.68 ± 3.022  |     0.07195 ± 0.02937     |          0 ± 0          |
| Bin28  |      0 ± 0      | 27.03 ± 3.022  |  27.03 ± 3.022  |     0.09593 ± 0.03392     |    0.01588 ± 0.01123    |
| Bin29  |      0 ± 0      |  20.95 ± 2.66  |  20.95 ± 2.66   |     0.02398 ± 0.01696     |    0.04765 ± 0.01945    |
| Bin30  |      0 ± 0      | 17.57 ± 2.528  |  17.57 ± 2.528  |     0.04796 ± 0.02398     |    0.01588 ± 0.01123    |
| Bin31  |    0 ± 78.9     | 187.8 ± 7.995  |  187.8 ± 79.3   |      2.302 ± 0.1662       |    0.5401 ± 0.06549     |
+--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
