+--------+----------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |     DYJETS     |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+----------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin2   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin3   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin4   |     0 ± 0      | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |           0 ± 0           |          0 ± 0          |
| Bin5   |  306.9 ± 165   |   125 ± 6.516    |  431.9 ± 165.2   |     0.01199 ± 0.01199     |    0.03971 ± 0.01776    |
| Bin6   | 864.8 ± 244.8  |  254.4 ± 9.271   |    1119 ± 245    |     0.2038 ± 0.04944      |    0.3653 ± 0.05387     |
| Bin7   | 781.1 ± 226.6  |  193.9 ± 8.122   |   975 ± 226.8    |     0.4077 ± 0.06992      |    0.8816 ± 0.08367     |
| Bin8   |  279 ± 180.8   |  132.4 ± 6.689   |  411.4 ± 180.9   |     0.7315 ± 0.09365      |     1.739 ± 0.1175      |
| Bin9   | 362.6 ± 144.9  |  80.07 ± 5.223   |   442.7 ± 145    |     0.7914 ± 0.09742      |     2.327 ± 0.1359      |
| Bin10  | 55.79 ± 104.4  |  55.07 ± 4.313   |  110.9 ± 104.5   |     0.6595 ± 0.08893      |     2.732 ± 0.1473      |
| Bin11  | 139.5 ± 121.6  |  35.14 ± 3.445   |  174.6 ± 121.6   |     0.7315 ± 0.09365      |     2.907 ± 0.1519      |
| Bin12  |  55.79 ± 78.9  |  21.28 ± 2.682   |  77.08 ± 78.95   |     0.4677 ± 0.07488      |     3.129 ± 0.1576      |
| Bin13  | -27.9 ± 83.69  |   15.2 ± 2.316   |  -12.69 ± 83.72  |     0.5996 ± 0.08479      |     2.891 ± 0.1515      |
| Bin14  |   0 ± 55.79    |  10.81 ± 1.911   |  10.81 ± 55.82   |     0.5636 ± 0.08221      |     2.621 ± 0.1443      |
| Bin15  | 111.6 ± 55.79  |   4.054 ± 1.17   |   115.6 ± 55.8   |     0.5156 ± 0.07863      |     2.549 ± 0.1423      |
| Bin16  |  -27.9 ± 27.9  |  3.041 ± 1.014   |  -24.85 ± 27.91  |     0.4077 ± 0.06992      |     2.661 ± 0.1454      |
| Bin17  |   0 ± 39.45    | 0.3378 ± 0.3378  |  0.3378 ± 39.45  |     0.2878 ± 0.05874      |     2.248 ± 0.1336      |
| Bin18  |     0 ± 0      |  2.027 ± 0.8275  |  2.027 ± 0.8275  |     0.2758 ± 0.05751      |     2.136 ± 0.1303      |
| Bin19  |     0 ± 0      |  1.689 ± 0.7554  |  1.689 ± 0.7554  |     0.1919 ± 0.04796      |     1.811 ± 0.1199      |
| Bin20  |  27.9 ± 27.9   |  1.014 ± 0.5852  |   28.91 ± 27.9   |     0.2038 ± 0.04944      |      1.66 ± 0.1148      |
| Bin21  |  -27.9 ± 27.9  | 0.3378 ± 0.3378  |  -27.56 ± 27.9   |     0.2158 ± 0.05087      |     1.437 ± 0.1068      |
| Bin22  |  27.9 ± 27.9   |      0 ± 0       |   27.9 ± 27.9    |     0.1199 ± 0.03792      |     1.326 ± 0.1026      |
| Bin23  |     0 ± 0      | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.1319 ± 0.03977      |    0.9292 ± 0.08591     |
| Bin24  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.05996 ± 0.02681     |     0.9054 ± 0.0848     |
| Bin25  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.02398 ± 0.01696     |    0.6036 ± 0.06924     |
| Bin26  |     0 ± 0      | 0.3378 ± 0.3378  | 0.3378 ± 0.3378  |     0.05996 ± 0.02681     |    0.5162 ± 0.06403     |
| Bin27  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.05996 ± 0.02681     |    0.5877 ± 0.06832     |
| Bin28  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.04796 ± 0.02398     |    0.5083 ± 0.06354     |
| Bin29  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.03597 ± 0.02077     |    0.3892 ± 0.05559     |
| Bin30  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.04796 ± 0.02398     |    0.3177 ± 0.05023     |
| Bin31  |     0 ± 0      |      0 ± 0       |      0 ± 0       |     0.03597 ± 0.02077     |      1.39 ± 0.1051      |
+--------+----------------+------------------+------------------+---------------------------+-------------------------+
