+--------+----------------+------------------+------------------+---------------------------+-------------------------+
| Bin#   |     DYJETS     |      ttbar       |      Total       | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+----------------+------------------+------------------+---------------------------+-------------------------+
| Bin0   |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
| Bin1   |     0 ± 0      | 0.6757 ± 0.4778  | 0.6757 ± 0.4778  |     0.04796 ± 0.02398     |    0.1112 ± 0.02972     |
| Bin2   | 111.6 ± 68.33  |   4.054 ± 1.17   |  115.6 ± 68.34   |     0.3118 ± 0.06114      |     1.366 ± 0.1042      |
| Bin3   |   0 ± 68.33    |  8.108 ± 1.655   |  8.108 ± 68.35   |     0.3597 ± 0.06568      |     2.335 ± 0.1362      |
| Bin4   | 167.4 ± 68.33  |  10.81 ± 1.911   |  178.2 ± 68.36   |     0.5996 ± 0.08479      |      3.066 ± 0.156      |
| Bin5   | 83.69 ± 92.52  |   22.3 ± 2.745   |   106 ± 92.56    |     0.4077 ± 0.06992      |     3.169 ± 0.1586      |
| Bin6   | -27.9 ± 83.69  |  18.24 ± 2.483   |  -9.652 ± 83.72  |     0.5276 ± 0.07954      |     2.653 ± 0.1451      |
| Bin7   | 111.6 ± 104.4  |  32.77 ± 3.327   |  144.4 ± 104.4   |     0.4796 ± 0.07584      |     2.367 ± 0.1371      |
| Bin8   |  279 ± 104.4   |  40.88 ± 3.716   |  319.8 ± 104.4   |     0.3717 ± 0.06676      |     2.057 ± 0.1278      |
| Bin9   |  27.9 ± 100.6  |  38.51 ± 3.607   |  66.41 ± 100.6   |     0.2878 ± 0.05874      |     1.08 ± 0.09262      |
| Bin10  | 167.4 ± 96.63  |  44.93 ± 3.896   |  212.3 ± 96.71   |     0.2638 ± 0.05624      |    0.8657 ± 0.08292     |
| Bin11  | 111.6 ± 118.4  |  54.39 ± 4.287   |   166 ± 118.4    |     0.1439 ± 0.04154      |    0.4448 ± 0.05943     |
| Bin12  |  279 ± 118.4   |  56.08 ± 4.379   |   335 ± 118.4    |     0.03597 ± 0.02077     |     0.413 ± 0.05727     |
| Bin13  |   0 ± 111.6    |  53.04 ± 4.233   |  53.04 ± 111.7   |     0.09593 ± 0.03392     |     0.278 ± 0.04699     |
| Bin14  | 83.69 ± 127.8  |  51.35 ± 4.165   |   135 ± 127.9    |     0.08394 ± 0.03173     |    0.2303 ± 0.04277     |
| Bin15  | 167.4 ± 111.6  |  36.15 ± 3.527   |  203.5 ± 111.6   |     0.09593 ± 0.03392     |    0.1668 ± 0.03639     |
| Bin16  | -27.9 ± 83.69  |  37.16 ± 3.575   |  9.267 ± 83.76   |     0.03597 ± 0.02077     |     0.135 ± 0.03275     |
| Bin17  | 111.6 ± 104.4  |  47.97 ± 4.054   |  159.6 ± 104.5   |     0.08394 ± 0.03173     |    0.1668 ± 0.03639     |
| Bin18  | 55.79 ± 104.4  |  58.45 ± 4.444   |  114.2 ± 104.5   |     0.08394 ± 0.03173     |    0.1827 ± 0.03809     |
| Bin19  | 195.3 ± 100.6  |  46.28 ± 3.983   |  241.6 ± 100.7   |     0.1439 ± 0.04154      |    0.3733 ± 0.05445     |
| Bin20  |   0 ± 104.4    |  51.69 ± 4.179   |  51.69 ± 104.5   |     0.09593 ± 0.03392     |    0.4845 ± 0.06203     |
| Bin21  | 55.79 ± 88.21  |    50 ± 4.11     |  105.8 ± 88.31   |     0.1439 ± 0.04154      |    0.8101 ± 0.08021     |
| Bin22  | 139.5 ± 92.52  |  38.51 ± 3.607   |   178 ± 92.59    |     0.2758 ± 0.05751      |     1.175 ± 0.09662     |
| Bin23  | 223.2 ± 104.4  |  38.18 ± 3.591   |  261.3 ± 104.4   |     0.2998 ± 0.05996      |     1.708 ± 0.1165      |
| Bin24  | 223.2 ± 88.21  |  35.81 ± 3.478   |   259 ± 88.28    |     0.4317 ± 0.07195      |     2.621 ± 0.1443      |
| Bin25  | 111.6 ± 68.33  |   17.91 ± 2.46   |  129.5 ± 68.37   |     0.5516 ± 0.08133      |      2.796 ± 0.149      |
| Bin26  | 167.4 ± 88.21  |  17.57 ± 2.436   |  184.9 ± 88.25   |     0.4317 ± 0.07195      |     3.272 ± 0.1612      |
| Bin27  | 83.69 ± 48.32  |  13.85 ± 2.163   |  97.54 ± 48.36   |     0.5156 ± 0.07863      |     3.201 ± 0.1594      |
| Bin28  |  27.9 ± 48.32  |  7.095 ± 1.548   |  34.99 ± 48.34   |     0.4077 ± 0.06992      |     2.271 ± 0.1343      |
| Bin29  |     0 ± 0      |   4.054 ± 1.17   |   4.054 ± 1.17   |     0.2758 ± 0.05751      |     1.612 ± 0.1132      |
| Bin30  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |    0.1985 ± 0.03971     |
| Bin31  |     0 ± 0      |      0 ± 0       |      0 ± 0       |           0 ± 0           |          0 ± 0          |
+--------+----------------+------------------+------------------+---------------------------+-------------------------+
