+--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
| Bin#   |     DYJETS      |     ttbar      |      Total      | VBSOSWWH_C2V_32 [10.00x]  | VBSWZH_C2V_33 [10.00x]  |
|--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
| Bin0   |      0 ± 0      |     0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
| Bin1   |      0 ± 0      |     0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
| Bin2   |      0 ± 0      |     0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
| Bin3   |      0 ± 0      |     0 ± 0      |      0 ± 0      |           0 ± 0           |          0 ± 0          |
| Bin4   |  976.3 ± 260.2  | 115.2 ± 6.257  |  1092 ± 260.3   |       1.103 ± 0.115       |     6.338 ± 0.2244      |
| Bin5   |  418.4 ± 231.7  | 92.23 ± 5.582  |  510.7 ± 231.8  |      1.019 ± 0.1106       |     5.297 ± 0.2051      |
| Bin6   |  446.3 ± 167.4  | 86.83 ± 5.458  |  533.2 ± 167.5  |      0.8754 ± 0.1025      |     4.924 ± 0.1978      |
| Bin7   |  111.6 ± 142.2  | 72.64 ± 4.954  |  184.2 ± 142.3  |     0.7195 ± 0.09288      |     3.931 ± 0.1767      |
| Bin8   |   362.6 ± 115   | 71.62 ± 4.919  |  434.3 ± 115.1  |     0.5276 ± 0.07954      |     3.296 ± 0.1618      |
| Bin9   |    0 ± 88.21    | 54.73 ± 4.353  |  54.73 ± 88.32  |     0.5156 ± 0.07863      |      2.796 ± 0.149      |
| Bin10  |  167.4 ± 88.21  |  55.74 ± 4.34  |  223.1 ± 88.32  |     0.5876 ± 0.08394      |     2.017 ± 0.1266      |
| Bin11  | -55.79 ± 68.33  | 45.27 ± 3.911  | -10.52 ± 68.44  |     0.4077 ± 0.06992      |      1.85 ± 0.1212      |
| Bin12  | -83.69 ± 83.69  | 40.88 ± 3.716  | -42.81 ± 83.77  |     0.2518 ± 0.05495      |     1.533 ± 0.1103      |
| Bin13  |  111.6 ± 68.33  | 30.74 ± 3.223  |  142.3 ± 68.41  |     0.3238 ± 0.06231      |     1.136 ± 0.09497     |
| Bin14  |   27.9 ± 27.9   | 36.82 ± 3.527  |  64.72 ± 28.12  |     0.1439 ± 0.04154      |     1.025 ± 0.0902      |
| Bin15  |  27.9 ± 62.38   | 22.64 ± 2.765  |  50.53 ± 62.44  |     0.1319 ± 0.03977      |    0.9372 ± 0.08627     |
| Bin16  |  55.79 ± 39.45  | 19.59 ± 2.573  |  75.39 ± 39.53  |     0.1319 ± 0.03977      |    0.9133 ± 0.08517     |
| Bin17  |  27.9 ± 48.32   | 17.57 ± 2.436  |  45.46 ± 48.38  |     0.1319 ± 0.03977      |     0.826 ± 0.08099     |
| Bin18  |  27.9 ± 62.38   | 18.58 ± 2.506  |  46.48 ± 62.43  |     0.07195 ± 0.02937     |    0.5083 ± 0.06354     |
| Bin19  |      0 ± 0      | 18.24 ± 2.483  |  18.24 ± 2.483  |     0.1199 ± 0.03792      |    0.4765 ± 0.06152     |
| Bin20  |      0 ± 0      | 16.89 ± 2.389  |  16.89 ± 2.389  |     0.03597 ± 0.02077     |    0.3336 ± 0.05147     |
| Bin21  |  -27.9 ± 27.9   | 11.15 ± 1.941  | -16.75 ± 27.96  |     0.03597 ± 0.02077     |    0.2859 ± 0.04765     |
| Bin22  |  55.79 ± 39.45  | 11.82 ± 1.999  |  67.62 ± 39.5   |     0.02398 ± 0.01696     |    0.2541 ± 0.04493     |
| Bin23  |  55.79 ± 39.45  |  7.77 ± 1.62   |  63.56 ± 39.48  |     0.08394 ± 0.03173     |     0.2065 ± 0.0405     |
| Bin24  |  83.69 ± 48.32  | 9.122 ± 1.755  |  92.81 ± 48.35  |     0.05996 ± 0.02681     |    0.2303 ± 0.04277     |
| Bin25  |      0 ± 0      | 6.757 ± 1.511  |  6.757 ± 1.511  |     0.01199 ± 0.01199     |     0.27 ± 0.04631      |
| Bin26  |      0 ± 0      | 10.47 ± 1.881  |  10.47 ± 1.881  |     0.01199 ± 0.01199     |    0.1827 ± 0.03809     |
| Bin27  |  55.79 ± 39.45  | 5.405 ± 1.351  |  61.2 ± 39.47   |     0.03597 ± 0.02077     |    0.2144 ± 0.04127     |
| Bin28  |  55.79 ± 39.45  | 6.419 ± 1.473  |  62.21 ± 39.48  |     0.02398 ± 0.01696     |    0.1032 ± 0.02864     |
| Bin29  |      0 ± 0      | 5.068 ± 1.308  |  5.068 ± 1.308  |     0.03597 ± 0.02077     |     0.143 ± 0.03369     |
| Bin30  |      0 ± 0      |  4.054 ± 1.17  |  4.054 ± 1.17   |     0.02398 ± 0.01696     |    0.05559 ± 0.02101    |
| Bin31  |   27.9 ± 73.8   | 42.57 ± 3.792  |  70.46 ± 73.9   |     0.4437 ± 0.07294      |      1.525 ± 0.11       |
+--------+-----------------+----------------+-----------------+---------------------------+-------------------------+
